docid,title,author,inferred_date,pages_fic,pct_fic,totalpages
nyp.33433075808356,The fantastic history of the celebrated Pierrot,"Assollant, Alfred,",1875,283,0.91,310
mdp.39015078548214,"The works of Daniel Defoe, carefully selected from the most authentic sources","Defoe, Daniel,",1875,514,0.79,650
mdp.39015064586848,Doctor Lowe's sacrifice;,<blank>,1875,49,0.45,110
mdp.39015062688174,The works of Miss Thackeray,"Ritchie, Anne Thackeray,",1875,415,0.94,442
mdp.39015062688000,The works of Miss Thackeray,"Ritchie, Anne Thackeray,",1875,417,0.95,440
mdp.39015062687994,The works of Miss Thackeray,"Ritchie, Anne Thackeray,",1875,368,0.94,390
mdp.39015062688323,The works of Miss Thackeray,"Ritchie, Anne Thackeray,",1875,390,0.95,412
mdp.39015062688166,The works of Miss Thackeray,"Ritchie, Anne Thackeray,",1875,381,0.96,398
uiuo.ark+=13960=t9183tc29,Malcolm,"MacDonald, George,",1875,263,0.79,334
uc2.ark+=13960=t3vt1n275,The outcast,"Reade, William Winwood,",1875,234,0.86,272
uc1.b3170715,The novels and miscellaneous works of Daniel De Foe,"Defoe, Daniel,",1875,418,0.87,482
uiuo.ark+=13960=t5z61808g,Restless human hearts,"Jefferies, Richard,",1875,315,0.97,326
nyp.33433074867460,Restless human hearts,"Jefferies, Richard,",1875,301,0.96,314
uc2.ark+=13960=t28913753,'Down the road';,"Birch-Reynardson, Charles Thomas Samuel,",1875,267,0.93,288
uc2.ark+=13960=t2r49k348,Sporting and military adventures in Nepaul and the Himalayas,"Walshe, Blayney Townly.",1875,285,0.83,342
uc1.b3578891,The law and the lady;,"Collins, Wilkie,",1875,247,0.93,266
uc2.ark+=13960=t7vm43n2x,Russian romance,"Pushkin, Aleksandr Sergeevich,",1875,291,0.94,308
uc2.ark+=13960=t3st7gj33,The wise woman;,"MacDonald, George,",1875,224,0.96,234
uc2.ark+=13960=t14m92d7h,Baron Bruno;,"Morgan, Louisa.",1875,270,0.94,288
uc2.ark+=13960=t1hh6cn07,The autobiography of a man-o'-war's bell,"Low, Charles Rathbone,",1875,370,0.92,402
uc2.ark+=13960=t9959jz2b,Dolores,"Forrester,",1875,300,0.95,316
uc2.ark+=13960=t7sn0686c,"Geordie Purdie in London, or, The adventures of a Fifeshireman in the metropolis","Gorrie, Daniel.",1875,156,0.82,190
uc2.ark+=13960=t42r3tp3k,Fated to be free,"Ingelow, Jean,",1875,263,0.93,282
uc2.ark+=13960=t29886z5c,"Gentleman Verschoyle, a novel","Lane, Laura M.",1875,303,0.95,320
uc2.ark+=13960=t1kh0kq4w,A rent in a cloud and St. Patrick's Eve,"Lever, Charles James,",1875,371,0.98,380
uc2.ark+=13960=t3fx7905r,Katerfelto,"Whyte-Melville, G. J.",1875,312,0.86,362
uc2.ark+=13960=t72v2jn1b,Bessy Wells,"Wood, Henry,",1875,86,0.84,102
uc2.ark+=13960=t1kh0n66z,My young Alcides,"Yonge, Charlotte M.",1875,267,0.84,316
uc2.ark+=13960=t77s7x44c,Three feathers,"Black, William,",1875,306,0.96,320
uc2.ark+=13960=t07w6g40s,Rosine and Sister Louise,"Whyte-Melville, G. J.",1875,438,0.94,466
uc2.ark+=13960=t86h4q242,Cicero's Life and letters,"Cicero, Marcus Tullius.",1875,742,0.86,864
uc1.b3331964,River legends;,"Brabourne, Edward Hugessen Knatchbull-Hugessen,",1875,136,0.49,278
uc1.b3327323,Wild Mike and his victim,"Montgomery, Florence,",1875,146,0.76,192
uc1.b3327452,Katerfelto,"Whyte-Melville, G. J.",1875,317,0.83,382
nnc1.1002587149,On the wing,"Montgomery, Alfred,",1875,187,0.56,336
nnc1.cu01627562,"The solitary hunter; or, Sporting adventures in the prairies","Palliser, John,",1875,167,0.65,256
nyp.33433000403679,The North Star and the Southern Cross,"Weppner, Margaretha.",1875,322,0.63,510
nyp.33433008143889,Boons and blessings,"Hall, S. C.,",1875,332,0.92,362
nyp.33433008143459,Brought home,"Stretton, Hesba,",1875,191,0.86,222
nyp.33433034410732,Comin' thro' the rye,"Mathers, Helen,",1875,503,0.99,508
nyp.33433067367205,Waverley novels,"Scott, Walter,",1875,444,0.94,472
nyp.33433082180559,The Sunday pleasure book,<blank>,1875,211,0.79,268
nyp.33433074870100,From nowhere to the North Pole,"Hood, Tom,",1875,254,0.93,274
nyp.33433075768154,Dominie Freylinghausen,"Wilford, Florence,",1875,327,0.95,344
nyp.33433074854708,Emily's choice,"Franc, Maud Jeanne.",1875,357,0.87,412
nyp.33433074870076,The White Rose of Langley: a story of the court of England in the olden time,"Holt, Emily Sarah,",1875,324,0.87,372
nyp.33433074902929,Elsie,"Maitland, Agnes C.",1875,319,0.92,346
coo.31924079479493,For sceptre and crown,"Samarow, Gregor,",1875,313,0.95,328
nyp.33433082507579,Lone life: a year in the wilderness,"Gillmore, Parker.",1875,458,0.75,614
nyp.33433082222088,[The library of English literature],"Morley, Henry.",1875,258,0.56,464
uiuo.ark+=13960=t7jq17f3g,Anderida;,<blank>,1875,160,0.51,312
uiuo.ark+=13960=t22b9nv4t,Angela Pisani,"Strangford, George Augustus Frederick Percy Sydney Smythe,",1875,314,0.96,328
uiuo.ark+=13960=t10p1mf8g,Baiting the trap,"Middlemass, Jean.",1875,274,0.95,288
uiuo.ark+=13960=t1bk1qb2j,Chronicles of Dustypore;,"Cunningham, H. S.",1875,306,0.96,320
uiuo.ark+=13960=t49p3pp7b,Eglantine,"Tabor, Eliza.",1875,312,0.96,324
uiuo.ark+=13960=t71v62z09,Forgotten lives,"Notley, F. E. M.",1875,291,0.93,314
uiuo.ark+=13960=t66400j8q,The goldsmith's wife,"Ainsworth, William Harrison,",1875,275,0.94,294
uiuo.ark+=13960=t7np2fs5c,"Grantham secrets, a novel","Feilden, Phoebe M.",1875,270,0.91,298
uiuo.ark+=13960=t6k07mn67,Hostages to fortune;,"Braddon, M. E.",1875,284,0.97,292
njp.32101065762294,Hostages to fortune;,"Braddon, M. E.",1875,283,0.96,294
uiuo.ark+=13960=t3fx7kh3t,Hugh Crichton's romance,"Coleridge, Christabel R.",1875,299,0.95,316
uiuo.ark+=13960=t4cn7rb03,Jean,"Newman, Mrs.",1875,318,0.97,328
uiuo.ark+=13960=t6pz5tw8n,"Jilted! or, My uncle's scheme","Russell, William Clark,",1875,228,0.95,240
uiuo.ark+=13960=t19k4v47r,Loving and loth,"De Jongh, Bertha.",1875,297,0.96,308
uiuo.ark+=13960=t8sb4g06s,Maurice Durant,"Garvice, Charles,",1875,226,0.93,242
uiuo.ark+=13960=t6qz2v669,Out of society,"Pulleyne,",1875,278,0.95,292
uiuo.ark+=13960=t9g458c42,Owen Gwynne's great work,"Noel, Augusta,",1875,292,0.96,304
uiuo.ark+=13960=t12n5qn29,"The rape of the gamp; or, Won at last!","Mason, Charles Welsh.",1875,279,0.94,296
uiuo.ark+=13960=t20c59n08,"Sherborne, or, The house at the four ways","Dering, Edward Heneage,",1875,295,0.96,306
uiuo.ark+=13960=t2891r88v,A strange world,"Braddon, M. E.",1875,296,0.97,306
uiuo.ark+=13960=t87h25w57,This work-a-day world,"Lee, Holme,",1875,310,0.96,324
uiuo.ark+=13960=t07w71742,Two kisses,"Smart, Hawley,",1875,305,0.97,316
uiuo.ark+=13960=t4qj82b46,Vanessa,Vanessa.,1875,253,0.84,302
uiuo.ark+=13960=t10p1nq4j,Walter's word;,"Payn, James,",1875,298,0.96,312
uiuo.ark+=13960=t5bc4md2c,Whiteladies,"Oliphant,",1875,274,0.96,286
uiuo.ark+=13960=t2p55w88c,With harp and crown,"Besant, Walter",1875,272,0.94,288
uiuo.ark+=13960=t5r78mj7f,Wooed and married,"Carey, Rosa Nouchette,",1875,268,0.96,280
njp.32101067179224,La Vendée,"Trollope, Anthony,",1875,303,0.74,408
njp.32101067630028,Ralph and Bruno,"Bramston, Mary.",1875,434,0.96,452
njp.32101067707255,Alice Lorraine,"Blackmore, R. D.",1875,618,0.92,670
njp.32101068141751,Maurice Tiernay,"Lever, Charles James,",1875,492,0.97,506
njp.32101064283425,The sailor's resolve,"A. L. O. E.,",1875,41,0.71,58
uc2.ark+=13960=t00z71j53,First fam'lies in the Sierras,"Miller, Joaquin,",1875,153,0.91,168
njp.32101065605725,The impending sword;,"Yates, Edmund Hodgson,",1875,374,0.96,388
chi.26591726,With the birds;,<blank>,1875,60,0.56,108
nc01.ark+=13960=t9b572w07,"The loyal spectre, or, The true hearts of Atlanta","Willett, Edward,",1875,70,0.83,84
dul1.ark+=13960=t4rj56g8r,The spirit of the moist hand,<blank>,1875,47,0.84,56
coo.31924013459437,The secret dispatch;,"Grant, James,",1875,161,0.6,268
mdp.39015058640221,"""Cats:""","Stables, Gordon,",1876,360,0.7,516
mdp.39015063761202,Madcap Violet,"Black, William,",1876,361,0.96,376
mdp.39015005616654,The Dwale bluth,"Brown, Oliver Madox-,",1876,282,0.91,310
mdp.39015030847076,"Wan Lee, the Pagan","Harte, Bret,",1876,358,0.92,391
inu.32000001359092,"Cripps, the carrier","Blackmore, R. D.",1876,283,0.96,296
mdp.39015063581691,The shadow of the sword,"Buchanan, Robert Williams,",1876,285,0.93,306
mdp.39015014861754,Other people's windows,"Friswell, J. Hain",1876,313,0.86,366
nnc1.0315300994,Cassell's library of English literature,"Morley, Henry,",1876,269,0.59,456
mdp.39015058501894,Holiday house;,"Sinclair, Catherine,",1876,346,0.94,370
mdp.39015011236208,A wreath of Indian stories,"A. L. O. E.,",1876,141,0.64,220
uiuo.ark+=13960=t1rf64f61,Did she love him?,"Grant, James,",1876,287,0.96,300
inu.32000002629774,Did she love him?,"Grant, James,",1876,272,0.95,286
uiuo.ark+=13960=t0000j406,Lola: a tale of the rock,"Griffiths, Arthur,",1876,320,0.95,336
inu.30000054077437,Edina: a novel,"Wood, Henry,",1876,292,0.95,308
uc1.b3123805,A horrid girl,"Wynne, Catherine Simpson.",1876,292,0.96,304
uc1.b3325365,Joan,"Broughton, Rhoda,",1876,311,0.96,324
uc2.ark+=13960=t1pg1nv9w,Joan,"Broughton, Rhoda,",1876,280,0.96,292
uc2.ark+=13960=t3nv9c783,Ardenmohr among the hills,"Abbott, Samuel.",1876,182,0.62,292
uc2.ark+=13960=t71v5f08s,The adventures of Robinson Playfellow,<blank>,1876,367,0.94,390
uc1.b3529269,"Hafed, prince of Persia",<blank>,1876,617,0.97,636
uiuo.ark+=13960=t3gx4k98q,The Manchester man,"Banks, G. Linnaeus",1876,309,0.95,324
uc2.ark+=13960=t5db7w778,Anna Lee: The maiden - the wife - the mother,"Arthur, T. S.",1876,278,0.91,304
uc2.ark+=13960=t06w97g82,Fighting the flames,"Ballantyne, R. M.",1876,427,0.94,452
uc2.ark+=13960=t5j96232n,Half hours with the animals,<blank>,1876,249,0.84,296
uc2.ark+=13960=t0ks6kg4h,The devil's chain,"Jenkins, Edward,",1876,280,0.95,296
uc2.ark+=13960=t7wm16p95,"The history and antiquities of Morley, in the west riding of the county of York","Smith, William,",1876,266,0.77,344
uc2.ark+=13960=t2k64cr9z,My first voyage to southern seas,"Kingston, W.H.G.",1876,280,0.61,456
uc2.ark+=13960=t03x87w6h,A fight with fortune,"Collins, Mortimer,",1876,303,0.95,320
uc2.ark+=13960=t3pv6h651,"The parvenu family; or, Phoebe: girl and wife","Fitzgerald, Percy Hetherington,",1876,272,0.94,290
uc2.ark+=13960=t4fn16404,The Grange garden,"Kingsley, Henry,",1876,259,0.92,282
uc2.ark+=13960=t48p60j35,The Pampas,"Moncrieff, A. R. Hope",1876,327,0.9,362
uc2.ark+=13960=t5fb52k2z,A charming fellow,"Trollope, Frances Eleanor,",1876,280,0.97,290
uc2.ark+=13960=t6d21xg15,By the Elbe,"Tytler, Sarah,",1876,305,0.87,352
uc2.ark+=13960=t7pn9400j,Our children,"Wood, Henry,",1876,90,0.87,104
uc2.ark+=13960=t7fr03d2x,Home scenes and heart studies,"Aguilar, Grace,",1876,431,0.95,454
uc2.ark+=13960=t3jw8j767,Sport in Abyssinia;,"Mayo, Dermot Robert Wyndham Bourke,",1876,143,0.45,318
uc2.ark+=13960=t5q81dg02,Sister Louise,"Whyte-Melville, G. J.",1876,286,0.85,336
nnc1.0030706696,An unrequited love,"Giannatasio del Rio, Fanny,",1876,164,0.62,266
nyp.33433006586337,The faggot,"Tylor, Charles,",1876,111,0.41,270
nyp.33433034410153,Leah: a woman of fashion,"Edwards, Annie,",1876,430,0.97,442
nyp.33433011464629,A mad world and its inhabitants,"Chambers, Julius,",1876,233,0.71,330
nyp.33433074944657,Bessie Lang,"Corkran, Alice,",1876,298,0.93,320
nyp.33433084128416,Footprints left on life's journey,<blank>,1876,256,0.93,274
nyp.33433074871439,A York and a Lancaster rose,"Keary, Annie,",1876,352,0.88,402
nyp.33433074902317,Peggy,"Montgomery, Florence,",1876,282,0.94,300
uiuo.ark+=13960=t9280wk8w,"Arthur, or, A knight of our own day","Neville, Mary.",1876,283,0.96,294
uiuo.ark+=13960=t0ft97228,As long as she lived,"Robinson, Frederick William.",1876,300,0.93,322
uiuo.ark+=13960=t7sn0r644,Beauchamp's career,"Meredith, George,",1876,314,0.96,328
uiuo.ark+=13960=t2h70q68n,"The case of Mr. Lucraft, and other tales","Besant,",1876,288,0.92,314
uiuo.ark+=13960=t0jt09848,"Courtship, in seventeen hundred and twenty, in eighteen hundred and sixty","Smart, Hawley,",1876,283,0.94,300
uiuo.ark+=13960=t6rx9sv16,Dead men's shoes,"Braddon, M. E.",1876,303,0.95,320
uiuo.ark+=13960=t59c79p60,The Duchess of Rosemary Lane,"Farjeon, B. L.",1876,286,0.95,302
uiuo.ark+=13960=t0sq9gk6w,Eunice,"Harley, St. John.",1876,272,0.96,284
uiuo.ark+=13960=t81k00j7q,Fallen fortunes,"Payn, James,",1876,277,0.95,292
uiuo.ark+=13960=t1fj2tw7b,A family tree,"De Fonblanque, Albany,",1876,306,0.96,318
uiuo.ark+=13960=t6tx3xv92,The flag of distress,"Reid, Mayne,",1876,278,0.93,300
uiuo.ark+=13960=t1bk1w12k,The girl he left behind him,"Jephson, R. Mounteney",1876,265,0.95,280
uiuo.ark+=13960=t9z03d97g,The golden butterfly,"Besant, Walter,",1876,281,0.96,292
uiuo.ark+=13960=t7mp5mt66,Halves,"Payn, James,",1876,270,0.96,282
dul1.ark+=13960=t9z03n328,Joshua Haggard's daughter,"Braddon, M. E.",1876,314,0.96,328
uiuo.ark+=13960=t72v36d1f,Lascare,"Tregenna, Charles,",1876,245,0.95,258
uiuo.ark+=13960=t8w95vn3c,The leaguer of Lathom,"Ainsworth, William Harrison,",1876,287,0.9,318
uiuo.ark+=13960=t6xw5180p,Lost Rose. And other stories,"Macquoid, Katharine Sarah.",1876,294,0.94,312
uiuo.ark+=13960=t1sf38s5v,The master of Riverswood,"Lewis, Arthur,",1876,266,0.91,292
uiuo.ark+=13960=t8ff4cc9v,Maude Maynard,"Peart, Emily.",1876,332,0.93,356
uiuo.ark+=13960=t7rn3qf36,Mistress Haselwode,"Moore, Frederick H.",1876,297,0.96,308
uiuo.ark+=13960=t6j10fh0v,Morley Ashton,"Grant, James,",1876,291,0.94,308
uiuo.ark+=13960=t5db8n927,Overmatched,"Prior, Herman L.",1876,299,0.96,310
uiuo.ark+=13960=t1kh1742j,Phoebe junior,Oliphant,1876,317,0.97,328
uiuo.ark+=13960=t1vd7gc5r,A secret of the sea,"Speight, T. W.",1876,295,0.96,308
uiuo.ark+=13960=t7zk5z20n,St. George and St. Michael,"MacDonald, George,",1876,251,0.79,316
uiuo.ark+=13960=t7zk61690,"Strayed, but not lost","Merlin, pseud.",1876,176,0.83,212
uiuo.ark+=13960=t0vq3b299,The sun-maid,"Grant, Maria M.",1876,309,0.95,324
uiuo.ark+=13960=t5fb5bz07,This son of Vulcan,"Besant, Walter,",1876,290,0.92,314
uiuo.ark+=13960=t16m3hs4q,Thrice,"Chandler, W. A.",1876,310,0.96,324
uiuo.ark+=13960=t3tt55j0g,Through the ages,"Medina Pomar, de,",1876,226,0.44,512
uiuo.ark+=13960=t6d22mh0s,The two destinies,"Collins, Wilkie,",1876,311,0.95,328
uiuo.ark+=13960=t51g12288,"'Verts, or, The three creeds","Davies, Charles Maurice,",1876,291,0.96,304
uiuo.ark+=13960=t1bk2153w,The Wyndham family: a story of modern life,"Thompson, Harriet Diana Calvert.",1876,279,0.96,292
uc1.$b557837,"All the way round, or, what a boy saw and heard on his way round the world","Carr, Addis Emmet.",1876,208,0.76,272
njp.32101068585114,Our village,"Mitford, Mary Russell,",1876,360,0.64,564
njp.32101038032551,Mart and mansion,"Massinger, Philip.",1876,265,0.95,280
njp.32101066382944,Low-life deeps,"Greenwood, James,",1876,161,0.42,386
njp.32101066458363,Dante & Beatrice from 1282 to 1290,"Coulson, Elizabeth Kerr.",1876,310,0.93,332
njp.32101068142304,Thornwell Abbas,"Wordsworth, Elizabeth,",1876,279,0.96,292
njp.32101068971801,My home in the shires;,"Kettle, Rosa Mackenzie,",1876,340,0.93,364
njp.32101068972544,Rook's Dene,"Lamson, J. W.",1876,230,0.72,318
njp.32101069166039,Morley Ashton,"Grant, James,",1876,288,0.95,304
uva.x030736349,Life's aftermath,"Marshall, Emma,",1876,366,0.92,396
uva.x000676174,Household stories,"Grimm, Jacob,",1876,566,0.9,628
dul1.ark+=13960=t3tt5cm2t,Parkwater,"Wood, Henry,",1876,488,0.97,504
coo.31924013538545,Richelieu;,"Raymond, R. J.",1876,118,0.68,174
mdp.39015059421894,World's end,"Jefferies, Richard,",1877,249,0.94,264
mdp.39015059422041,World's end,"Jefferies, Richard,",1877,279,0.96,292
mdp.39015059422199,World's end,"Jefferies, Richard,",1877,293,0.96,304
mdp.39015059433204,Seonee;,"Sterndale, Robert Armitage,",1877,460,0.89,514
mdp.39015063921244,Johnnykin and the goblins,"Leland, Charles Godfrey,",1877,205,0.92,224
uc2.ark+=13960=t5x63jg2m,"Erema, or, My father's sin","Blackmore, R. D.",1877,282,0.95,298
mdp.39015047667145,Green pastures and Piccadilly,"Black, William,",1877,292,0.95,307
mdp.39015032337134,"John Cheap, the chapman's library",<blank>,1877,284,0.58,486
mdp.39015032337142,"John Cheap, the chapman's library",<blank>,1877,327,0.67,486
mdp.39015014800018,[Goethe's works],"Goethe, Johann Wolfgang von,",1877,485,0.83,584
mdp.39015078546580,The original Robinson Crusoe,"Adams, H. C.",1877,131,0.49,266
wu.89083850032,The great Dionysiak myth,"Brown, Robert,",1877,397,0.81,488
wu.89098013899,"""Theo""","Burnett, Frances Hodgson,",1877,179,0.9,200
uc1.b3123762,The Chickenborough Chit-Chat Club,Kamouraska.,1877,289,0.95,304
uc1.b3325334,Pastorals of France,"Wedmore, Frederick,",1877,242,0.94,258
uc2.ark+=13960=t5n875q7b,Blotted out,"Thomas, Annie,",1877,388,0.97,402
wu.89104495692,Ruby's husband,"Harland, Marion,",1877,272,0.93,294
wu.89011095320,Three sketches of life in Iceland,"Andersen, Carl Christian Thorvald,",1877,121,0.74,164
uc2.ark+=13960=t9765c35q,Jeux d'esprit,"Leigh, Henry S.",1877,177,0.51,348
uc2.ark+=13960=t00z72m00,"Owen Hartley; or, Ups and downs","Kingston, William Henry Giles,",1877,263,0.9,292
uc2.ark+=13960=t6c24sm33,Sweet flowers,"Mackarness, Henry S.,",1877,369,0.91,406
uc2.ark+=13960=t77s7m435,The thousand and one nights,<blank>,1877,384,0.64,598
uc2.ark+=13960=t9d50nn03,Weavers and weft;,"Braddon, M. E.",1877,957,0.98,978
uc2.ark+=13960=t77s7q043,The battle-field of life,"Giberne, Agnes,",1877,329,0.92,358
uc2.ark+=13960=t5cc10p0q,"Tales, poems and Masonic papers","Holmes, Emra,",1877,137,0.59,234
uiuo.ark+=13960=t1hh7525x,"The wreck of the ""Grosvenor""","Russell, William Clark,",1877,293,0.96,306
uc2.ark+=13960=t9d50nd5c,Rosine,"Whyte-Melville, G. J.",1877,281,0.85,332
uc2.ark+=13960=t39z95s4s,Merry thoughts,"Hood, Tom,",1877,244,0.75,326
uc2.ark+=13960=t2r49tx9b,"Yorkshire oddities, incidents, and strange events","Baring-Gould, S.",1877,130,0.45,288
uc1.b3327229,Mrs. Wood's novels,"Wood, Henry,",1877,468,0.95,492
uc1.b3327239,Mrs. Wood's novels,"Wood, Henry,",1877,477,0.97,494
uc2.ark+=13960=t1rf5tv88,Thrown together,"Montgomery, Florence,",1877,406,0.95,426
nnc1.cu55081657,Lochandhu,"Lauder, Thomas Dick,",1877,412,0.94,440
nyp.33433006250892,A second thousand of temperance anecdotes,"Kirton, John William,",1877,475,0.79,600
nyp.33433006838928,A month in the coasting trade,A. E.,1877,171,0.93,184
nyp.33433068188691,Tales and legends of Saxony and Lusatia,"Westall, William,",1877,263,0.7,376
nyp.33433068187339,"Shetland fireside tales; or, The hermit of Trosswickness","Stewart, George.",1877,203,0.79,258
nyp.33433076079015,"The handy volume ""Waverly""","Scott, Walter,",1877,596,0.97,614
nyp.33433076079031,"The handy volume ""Waverly""","Scott, Walter,",1877,587,0.98,600
uiuo.ark+=13960=t17m0j24w,The city of sunshine,"Allardyce, Alexander,",1877,311,0.95,328
nyp.33433074919618,The city of sunshine,"Allardyce, Alexander,",1877,299,0.94,318
nyp.33433074856646,"""Them boots,""","Gilbert, William,",1877,267,0.94,284
nyp.33433075739999,German love;,"Müller, F. Max",1877,106,0.62,172
nyp.33433075738090,Nora;,"Brackel, Ferdinande Maria Theresia,",1877,362,0.96,376
uiuo.ark+=13960=t48p6d63n,Asylum Christi,"Gilliat, Edward,",1877,310,0.96,324
uva.x004507806,Bad luck,"De Fonblanque, Albany,",1877,260,0.95,274
uiuo.ark+=13960=t2891kb4r,Bad luck,"De Fonblanque, Albany,",1877,231,0.95,244
uiuo.ark+=13960=t3223jg3d,Bound to win,"Smart, Hawley,",1877,282,0.97,292
uiuo.ark+=13960=t44q8885q,Bridget,"Edwards, Matilda Betham,",1877,302,0.96,316
uiuo.ark+=13960=t9086v15h,Carità,"Oliphant,",1877,310,0.96,324
uiuo.ark+=13960=t9m33b51w,The Dawsons of Glenara,"Johnston, Henry.",1877,263,0.92,286
uiuo.ark+=13960=t1jh46z6n,A family party in the piazza of St. Peter,"Trollope, Thomas Adolphus,",1877,305,0.86,356
uiuo.ark+=13960=t54f24r62,Frank Raleigh of Watercombe,"Davies, Edward William,",1877,285,0.96,296
uiuo.ark+=13960=t12n5jk49,Glencairn,"Hardy, Iza Duffus.",1877,325,0.96,340
uiuo.ark+=13960=t4cn7qk6q,Gwen Wynn,"Reid, Mayne,",1877,282,0.95,296
uiuo.ark+=13960=t0ht34v35,The Hazelhurst mystery,"Lloyd, Jessie Sale,",1877,229,0.93,246
uiuo.ark+=13960=t3029776n,In love and war,"Gibbon, Charles,",1877,300,0.95,316
uiuo.ark+=13960=t5db8dn8q,"Jessie of Boulogne, or, The history of a few minutes","Gillmor, C.",1877,271,0.95,286
njp.32101067644094,Kilcorran,"Fetherstonhaugh,",1877,261,0.95,274
uiuo.ark+=13960=t9h427g26,Lutchmee and Dilloo,"Jenkins, Edward,",1877,282,0.95,296
uiuo.ark+=13960=t83j40690,The Marquis of Lossie,"MacDonald, George,",1877,296,0.89,332
uiuo.ark+=13960=t7fr07r8z,Masston,"Duffield, Alexander James.",1877,308,0.95,324
uiuo.ark+=13960=t7np2rt5j,A modern minister,"Durrant, Valentine.",1877,510,0.95,536
uiuo.ark+=13960=t22b9kq65,Mrs. Arthur,"Oliphant,",1877,312,0.96,324
uiuo.ark+=13960=t9086sk6b,The new republic;,"Mallock, W. H.",1877,247,0.85,292
uiuo.ark+=13960=t6tx4055c,Prinkle and his friends. A novel,"Shearer, James,",1877,306,0.96,320
uiuo.ark+=13960=t3611jj8v,Riding out the gale,"Lyster, Annette.",1877,290,0.97,298
uiuo.ark+=13960=t17m0vn7p,"Rothery Selfert, Q.C","Ollive, John.",1877,291,0.94,308
uiuo.ark+=13960=t9q24jt5s,Spoken in anger,<blank>,1877,231,0.95,244
uiuo.ark+=13960=t25b0rx11,True women. A love story,"Stuart, Katherine.",1877,252,0.93,270
uiuo.ark+=13960=t76t15n8p,Two lilies,"Kavanagh, Julia,",1877,300,0.96,312
uiuo.ark+=13960=t5m90wk7m,A very old question,"Pemberton, T. Edgar",1877,269,0.95,282
uiuo.ark+=13960=t6zw22598,"Weavers and weft, and other tales","Braddon, M. E.",1877,319,0.97,328
uiuo.ark+=13960=t3417k26p,What he cost her,"Payn, James,",1877,275,0.94,292
uiuo.ark+=13960=t9f48803g,Young Musgrave,"Oliphant,",1877,276,0.93,296
njp.32101063582405,Waverly novels,"Scott, Walter,",1877,232,0.47,490
njp.32101063582439,Waverly novels,"Scott, Walter,",1877,254,0.63,404
njp.32101063582579,Waverly novels,"Scott, Walter,",1877,209,0.55,378
njp.32101063582603,Waverly novels,"Scott, Walter,",1877,188,0.45,422
njp.32101068971777,"The sea and the moor; or, Homewardbound","Kettle, Rosa Mackenzie,",1877,301,0.9,334
njp.32101069165981,The Ross-Shire buffs,"Grant, James,",1877,312,0.95,328
njp.32101074250778,Within the Arctic Circle,"Kent, S. H.",1877,143,0.58,248
uc2.ark+=13960=t9r20t48c,The story of a mine,"Harte, Bret,",1877,141,0.7,200
uc2.ark+=13960=t7br8nt9d,Mother Goose's nursery rhymes,<blank>,1877,151,0.46,328
uc2.ark+=13960=t4qj79244,Black Beauty,"Sewell, Anna,",1877,241,0.91,264
uc2.ark+=13960=t7cr5pp96,Fairy circles,"Villamaria,",1877,276,0.88,314
njp.32101064912080,Five-chimney farm,"Marks, Mary A. M.",1877,279,0.96,292
njp.32101078303995,W. M. Hunt's talks about art,"Hunt, William Morris,",1877,110,0.76,144
mdp.39015063944261,A legacy,"Craik, Dinah Maria Mulock,",1878,298,0.95,315
mdp.39015063761178,Macleod of Dare,"Black, William,",1878,293,0.82,357
uc1.b3548781,Works,"Thackeray, William Makepeace,",1883,337,0.88,382
uc1.b3548784,Works,"Thackeray, William Makepeace,",1883,340,0.96,356
mdp.39015078569707,The rival Crusoes,"Kingston, William Henry Giles,",1878,382,0.94,408
mdp.39015031968277,"The British working man by one who does not believe in him, and other sketches","Sullivan, James Frank,",1878,187,0.8,234
inu.32000009779937,Archæological and historical collections relating to Ayrshire & Galloway,<blank>,1878,118,0.47,252
mdp.39015020879550,The works of Charles Kingsley,"Kingsley, Charles,",1878,294,0.8,366
njp.32101069166344,The devil's advocate,"Greg, Percy,",1878,341,0.96,356
uc2.ark+=13960=t6930px2m,"The hoodlum band, and other stories","Harte, Bret,",1878,182,0.93,196
inu.32000006900023,You play me false,"Collins, Mortimer,",1878,269,0.96,280
inu.30000060903709,"Boscobel; or, The royal oak","Ainsworth, William Harrison,",1878,398,0.93,428
inu.39000002909047,The crown of success,"A. L. O. E.,",1878,227,0.95,240
uiuo.ark+=13960=t8df7d42k,The lawyer's daughter,"Trollope, Frank.",1878,285,0.96,298
uc1.b3325101,The lawyer's daughter,"Trollope, Frank.",1878,312,0.96,324
uc1.b3325303,Lady Grizel,"Wingfield, Lewis Strange,",1878,317,0.95,332
uc1.b4104315,Ponce de Leon,<blank>,1878,433,0.96,452
uc2.ark+=13960=t6zw1ch0r,Myddleton Pomfret,"Ainsworth, William Harrison,",1878,383,0.97,394
uc2.ark+=13960=t7hq3td9d,Goblin tales of Lancashire,"Bowker, James.",1878,183,0.66,278
inu.30000115226742,Festival tales,<blank>,1878,255,0.76,336
uc2.ark+=13960=t8df6n879,Philochristus,"Abbott, Edwin Abbott,",1878,446,0.97,460
uc2.ark+=13960=t92807p2g,Stories from Homer,"Church, Alfred John,",1878,357,0.95,376
uc2.ark+=13960=t7sn03n62,The green hand;,"Cupples, George,",1878,442,0.92,480
uc2.ark+=13960=t90865m6b,A life's hazard,"Esmond, Henry.",1878,260,0.89,292
