docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category,full_title,stories_match,tales_match,sketches_match
mdp.39015008784301,"Marryat, Florence","Marryat, Florence R. M. Church Lean",1837-1899.,1868.0,1868.0,r,1868,    ,"London;R. Bentley, publisher in ordinary to Her Majesty;1868.",1868,,,India|British|Social life and customs,India,,14097412.0,enk,1867493,1,1.0,1.0,,,Gup. Sketches of Anglo-Indian life and character. | $c: By Florence Marryat. (Mrs. Ross Church.) ...,,True,Gup. Sketches of Anglo-Indian life and character,0.7998989633899488,0.7418243065222682,Florence,f,6.714788732394366,3.9996404483237455,25.536585365853657,17.433330500552394,209.7665505226481,1564.2695431533707,1.8,['unknown'],['unknown'],gup. sketches of anglo-indian life and character. | $c: by florence marryat. (mrs. ross church.) ...  gup. sketches of anglo-indian life and character,False,False,True
uc2.ark+=13960=t3zs2xs1z,"Ritchie, Anne Thackeray","Ritchie, Anne Thackeray",1837-1919.,1869.0,1869.0,s,1869,    ,"London;Smith, Elder & co.;1869.",1869,,,,,,11349708.0,enk,7707300,1,4.0,4.0,,,"To Esther, and other sketches",,True,"To Esther, and other sketches",0.1150013392039939,0.0310860548886099,Anne,f,13.038461538461538,18.883136094674555,29.40253164556962,27.597461945201086,274.43037974683546,2333.652747957058,2.2,['unknown'],['unknown'],"to esther, and other sketches  to esther, and other sketches",False,False,True
uc1.$b571626,"Prichard, Iltudus Thomas","Prichard, Iltudus Thomas",1826-1874.,1870.0,1870.0,s,1870,    ,London;W.H. Allen;1870,1870,,,Social life and customs|India,India,,28285625.0,enk,8667246,1,3.0,3.0,v. 1,1.0,"The chronicles of Budgepore; or, Sketches of life in upper India.",,True,"The chronicles of Budgepore; or, Sketches of life in upper India",0.7342793972632968,0.1185732530279528,Iltudus,unknown,9.297491039426523,12.409706966765588,27.968309859154928,36.19265770680421,242.7781690140845,3876.7360022812936,2.4,['unknown'],['unknown'],"the chronicles of budgepore; or, sketches of life in upper india.  the chronicles of budgepore; or, sketches of life in upper india",False,False,True
nyp.33433008144929,"Wallace, Alexander","Wallace, Alexander",,1872.0,1872.0,s,1872,    ,Glasgow;Scottish Temperance League;1872.,1872,,,,,,38766395.0,stk,8597501,1,1.0,1.0,,,Sketches of life and character ...,,True,Sketches of life and character,0.9240572519543796,0.0257631526553998,Alexander,m,13.068249258160238,116.98940732065972,30.27433628318584,106.70645051818204,328.7433628318584,11495.453311405225,3.3,['unknown'],['unknown'],sketches of life and character ...  sketches of life and character,False,False,True
yale.39002013446035,"Seymour, Robert","Seymour, Robert",1798-1836.,1872.0,1836.0,s,1872,    ,London;H.G. Bohn;1872.,1872,New ed.|with a descriptive list of the plates and a biographical notice of Robert Seymour ...,,,,,13621317.0,enk,8729916,1,1.0,1.0,,,"Seymour's humorous sketches, comprising eighty-six caricature etchings. | Illustrated in prose and verse, | $c: by Alfred Crowquill [pseud.]",,False,"Seymour's humorous sketches, comprising eighty-six caricature etchings. Illustrated in prose and verse",0.4395549496076318,0.5452273548187482,Robert,m,14.680497925311204,160.74024207572185,22.47482014388489,195.0119559029036,251.5,33816.39388489209,2.1,['unknown'],['unknown'],"seymour's humorous sketches, comprising eighty-six caricature etchings. | illustrated in prose and verse, | $c: by alfred crowquill [pseud.]  seymour's humorous sketches, comprising eighty-six caricature etchings. illustrated in prose and verse",False,False,True
njp.32101075981645,"Davies, G. Christopher (George Christopher)","Davies, G. Christopher (George Christopher)",1849-1922.,1874.0,1874.0,s,1874,    ,London;Henry S. King & Co.;1874.,1874,2d edition.,,,,,36714773.0,enk,10249266,1,1.0,1.0,,,"Mountain, meadow, & mere; | a series of outdoor sketches of sport, scenery, adventures, and natural history.",,True,"Mountain, meadow, & mere; a series of outdoor sketches of sport, scenery, adventures, and natural history",0.5022762248636831,0.2009526695366248,George,m,10.32034632034632,21.25668559434793,23.285106382978725,37.199565414214575,241.7531914893617,5373.513553644184,1.8,['unknown'],['unknown'],"mountain, meadow, & mere; | a series of outdoor sketches of sport, scenery, adventures, and natural history.  mountain, meadow, & mere; a series of outdoor sketches of sport, scenery, adventures, and natural history",False,False,True
nyp.33433008143889,"Mrs., Hall, S. C","Hall, S. C., Mrs",1800-1881.,1875.0,1875.0,s,1875,    ,London;Virtue Spalding;1875.,1875,,,Temperance,,,2792461.0,enk,8597198,1,1.0,1.0,,,Boons and blessings. | $c: Stories and sketches to illustrate the advantages of temperance. /  By Mrs. S. C. Hall. Illustrated by engravings from designs of eminent artists.,,True,Boons and blessings,0.1672422570536622,0.1539167811953675,S,unknown,13.016611295681065,29.664175892098324,27.728358208955225,110.97397193138788,335.04477611940297,23632.51441300958,2.0,['fiction'],['unknown'],boons and blessings. | $c: stories and sketches to illustrate the advantages of temperance. /  by mrs. s. c. hall. illustrated by engravings from designs of eminent artists.  boons and blessings,True,False,True
coo.31924013538545,"Raymond, R. J. (Richard John)","Raymond, R. J. (Richard John)",,1876.0,1826.0,r,1876,1826,London;Raymond;1876.,1876,,,,,,41527214.0,enk,11250476,1,1.0,1.0,,,"Richelieu, or The broken heart; | an historical tale. | $c: To which is added ""Sketches from the footlights"", being brief memoirs and amusing anecdotes of celebrated actors and actresses. Edited by R.G.[!] Raymond.",,False,"Richelieu, or The broken heart; an historical tale",0.2799689991719904,0.0345722359893363,Richard,m,14.60126582278481,73.29037814452813,28.98773006134969,62.92009484737852,310.65644171779144,8654.078286725131,2.4,['unknown'],['unknown'],"richelieu, or the broken heart; | an historical tale. | $c: to which is added ""sketches from the footlights"", being brief memoirs and amusing anecdotes of celebrated actors and actresses. edited by r.g.[!] raymond.  richelieu, or the broken heart; an historical tale",False,False,True
wu.89011095320,"Andersen, Carl Christian Thorvald","Andersen, Carl Christian Thorvald",1828-1883.,1877.0,1877.0,s,1877,    ,London;R. Washbourne;1877.,1877,The cairn of Grim's Height.--The raven.--The settler (A story of the millennium of Iceland).,,,,,5526228.0,enk,7451234,1,1.0,1.0,,,Three sketches of life in Iceland / | $c: by Carl Andersen ; translated by Myfanwy Fenton.,,True,Three sketches of life in Iceland,0.2483950222551048,0.0006021983513561,Carl,m,17.453333333333333,478.4078222222222,29.37012987012987,170.57079608702983,266.02597402597405,19697.440883791533,3.2,['fiction'],['unknown'],three sketches of life in iceland / | $c: by carl andersen ; translated by myfanwy fenton.  three sketches of life in iceland,False,False,True
mdp.39015031968277,"Sullivan, James Frank","Sullivan, James Frank",1853-1936.,1878.0,1878.0,r,1878,    ,"London;""Fun"" office;1878.",1878,,,Caricatures and cartoons|England,,,11847294.0,enk,1983200,1,1.0,1.0,,,"The British working man by one who does not believe in him, and other sketches, | $c: by J.F. Sullivan. Engraved by Dalziel brothers.",,True,"The British working man by one who does not believe in him, and other sketches",0.5874048598765665,0.0660476956972568,James,m,8.880184331797235,13.773662638832846,13.56768558951965,72.14934879197575,126.528384279476,4911.05268778246,0.9,['fiction'],['unknown'],"the british working man by one who does not believe in him, and other sketches, | $c: by j.f. sullivan. engraved by dalziel brothers.  the british working man by one who does not believe in him, and other sketches",False,False,True
uc2.ark+=13960=t3mw2fq54,"Fenn, W. W","Fenn, W. W",,1879.0,1879.0,s,1879,    ,"London;Sampson Low, Marston, Searle, & Rivington;1879.",1879,,,,,,8603578.0,enk,7687790,1,1.0,1.0,,,"Half-hours of blind man's holiday, or, Summer and winter sketches in black and white",,True,"Half-hours of blind man's holiday, or, Summer and winter sketches in black and white",0.501140839303128,0.0079434630032483,W,unknown,10.220588235294118,19.18033242708848,32.885892116182575,81.86872212943992,305.6721991701245,3729.9132935039,1.6,['fiction'],['unknown'],"half-hours of blind man's holiday, or, summer and winter sketches in black and white  half-hours of blind man's holiday, or, summer and winter sketches in black and white",False,False,True
uc2.ark+=13960=t4rj4g52r,"Wilkins, Charles","Wilkins, Charles",,1879.0,1879.0,s,1879,    ,Cardiff;D. Owen and Co.;1879.,1879,,,Wales|History,,DA708.W68,13012228.0,wlk,7693772,1,1.0,1.0,,,Tales and sketches of Wales,,True,Tales and sketches of Wales,0.6067927081171414,0.00087391820768,Charles,m,20.256926952141058,42.71988274781262,50.90074441687345,280.0099994458435,583.2655086848636,18395.371192483177,2.4,['unknown'],['great britain'],tales and sketches of wales  tales and sketches of wales,False,True,True
nyp.33433075786230,"Blackburne, E. Owens","Blackburne, E. Owens",b. 1848.,1879.0,1879.0,|,1879,    ,London;Newman;1879.,1879,,,,,,43433382.0,enk,8698482,1,1.0,1.0,,,"A bunch of shamrocks; | being a collection of Irish tales and sketches, | $c: by E. Owens Blackburne [pseud.] ...",,True,A bunch of shamrocks; being a collection of Irish tales and sketches,0.2752104655066284,0.000482904996306,E,unknown,9.883870967741936,12.244578563995836,22.726114649681527,17.29441356647328,215.3789808917197,2693.738539088806,2.4,['unknown'],['unknown'],"a bunch of shamrocks; | being a collection of irish tales and sketches, | $c: by e. owens blackburne [pseud.] ...  a bunch of shamrocks; being a collection of irish tales and sketches",False,True,True
yale.39002040782352,"Wilkins, Charles, of Merthyr-Tydfil","Wilkins, Charles, of Merthyr-Tydfil",,1879.0,1879.0,m,1879,1880,Cardiff;D. Owen and Co.;1879-80.,1879-1880,,,History,Wales,,34051105.0,wlk,8728431,1,1.0,1.0,v.2,2.0,Tales and sketches of Wales: | $c: by Charles Wilkins ...,,True,Tales and sketches of Wales:,0.4849022585281938,0.0035426706584854,Charles,m,21.124620060790274,53.40392272798662,41.41691842900302,85.19173793594435,568.9123867069486,16938.690209107255,2.7,['unknown'],['unknown'],tales and sketches of wales: | $c: by charles wilkins ...  tales and sketches of wales:,False,True,True
njp.32101032501759,Resident of the last three years,Resident of the last three years,,1880.0,1880.0,s,1880,    ,London;J. Hodges;1880.,1880,,,Social life and customs|Politics and government|1829-1878,Turkey,,39834090.0,enk,8888158,1,1.0,1.0,,,"The Tcherkess and his victim : | sketches illustrative of the moral, social, and political aspects of life in Constantinople / | $c: by a resident of the last three years.",,True,"The Tcherkess and his victim : sketches illustrative of the moral, social, and political aspects of life in Constantinople",0.2445514609598851,0.1766433287701187,Resident,unknown,9.690866510538642,28.527387305365576,23.83916083916084,23.55221934242913,213.37062937062936,3409.4267364337297,2.8,['unknown'],['unknown'],"the tcherkess and his victim : | sketches illustrative of the moral, social, and political aspects of life in constantinople / | $c: by a resident of the last three years.  the tcherkess and his victim : sketches illustrative of the moral, social, and political aspects of life in constantinople",False,False,True
uiuo.ark+=13960=t7kp8nd81,"Winter, John Strange","Winter, John Strange",1856-1911.,1881.0,1881.0,s,1881,    ,London;Chatto and Windus;1881.,1881,,,Army|Military life|Great Britain,,,17459789.0,enk,8718625,1,1.0,1.0,v.1,1.0,"Cavalry life, or, Sketches and stories in barracks and out",,True,"Cavalry life, or, Sketches and stories in barracks and out",0.0857678348867565,0.0617416846546578,John,m,12.547794117647058,20.600656898788923,32.90217391304348,43.44332860743541,263.19202898550725,2751.002979941189,1.9,['unknown'],['unknown'],"cavalry life, or, sketches and stories in barracks and out  cavalry life, or, sketches and stories in barracks and out",True,False,True
uc1.$b248366,"Craik, Dinah Maria Mulock","Craik, Dinah Maria (Mulock), Mrs",1826-1887.,1882.0,1882.0,s,1882,    ,London;Hurst and Blackett;1882,1882,,,,,,30148914.0,enk,6501307,1,1.0,1.0,,,"His little mother, and other tales and sketches",,True,"His little mother, and other tales and sketches",0.5351254085260881,0.5695599503122106,Mulock,unknown,8.486486486486486,23.51107864621378,22.865102639296182,34.48033642641533,212.88269794721407,7448.150463102312,1.3,['fiction'],['unknown'],"his little mother, and other tales and sketches  his little mother, and other tales and sketches",False,True,True
njp.32101067630523,"Brierley, Benjamin","Brierley, Benjamin",1825-1896.,1886.0,1886.0,s,1886,    ,Manchester;A. Heywood & son;1886.,1886,,,,,,34611097.0,enk,8961260,1,1.0,1.0,,,Tales and sketches of Lancashire life / | $c: Ben Brierley.,,True,Tales and sketches of Lancashire life,0.1376866292847751,0.011170716447537,Benjamin,m,15.52127659574468,31.3417458880338,29.573943661971832,13.336081630628843,331.46830985915494,3010.389840805396,2.5,['unknown'],['unknown'],tales and sketches of lancashire life / | $c: ben brierley.  tales and sketches of lancashire life,False,True,True
uc2.ark+=13960=t0ht2n57z,"L'Estrange, A. G","L'Estrange, A. G",,1887.0,1887.0,s,1887,    ,London;E. Stock;1887.,1887,,,,,,13403817.0,enk,7689931,1,1.0,1.0,,,Vert de Vert's Eton days and other sketches and memories,,True,Vert de Vert's Eton days and other sketches and memories,0.546070493024998,0.4049349872557375,A,unknown,10.83,13.121100000000002,30.880794701986755,26.455988772422263,239.1456953642384,2191.164203324416,2.2,['unknown'],['unknown'],vert de vert's eton days and other sketches and memories  vert de vert's eton days and other sketches and memories,False,False,True
nyp.33433075762405,"Ellis, A. B. (Alfred Burdon)","Ellis, A. B. (Alfred Burdon)",1852-1894.,1887.0,1887.0,s,1887,    ,"London;Chapman and Hall, Limited;1887.",1887,,,Description and travel,South Africa,,18282488.0,enk,8664945,1,1.0,1.0,,,South African sketches / | $c: by A.B. Ellis.,,True,South African sketches,0.5219765681602709,0.0171798343457821,Alfred,m,9.125,15.276041666666666,25.341911764705884,32.33530222750864,218.99632352941177,3228.8860158953285,0.5,['unknown'],['unknown'],south african sketches / | $c: by a.b. ellis.  south african sketches,False,False,True
nnc1.cu58500766,"Thackeray, William Makepeace","Thackeray, William Makepeace",1811-1863.,1888.0,1863.0,s,1888,    ,"London;Smith, Elder;1888.",1888,,,,,,10937539.0,enk,8434458,1,1.0,1.0,,,"Denis Duval : | miscellaneous essays, sketches and reviews / | $c: by William Makepeace Thackeray.",,True,"Denis Duval : miscellaneous essays, sketches and reviews",0.5538657158202802,0.1254539879875359,William,m,18.423592493297587,48.378210150292176,38.774535809018566,56.82184494367792,472.20159151193633,10966.558830358335,2.6,['fiction'],['unknown'],"denis duval : | miscellaneous essays, sketches and reviews / | $c: by william makepeace thackeray.  denis duval : miscellaneous essays, sketches and reviews",False,False,True
uc2.ark+=13960=t3fx78s5n,"Russell, Percy","Russell, Percy",,1889.0,1889.0,s,1889,    ,London;Petherick;1889.,1889,,,,,,13351548.0,enk,8853123,1,1.0,1.0,,,A journey to Lake Taupo and Australian and New Zealand tales and sketches,,True,A journey to Lake Taupo and Australian and New Zealand tales and sketches,0.5119446978123776,0.0189884516916507,Percy,m,10.416666666666666,18.84831871345029,33.470338983050844,71.91861174949726,301.0805084745763,7812.760467538063,2.5,['fiction'],['unknown'],a journey to lake taupo and australian and new zealand tales and sketches  a journey to lake taupo and australian and new zealand tales and sketches,False,True,True
uva.x030751005,"Russell, William Clark","Russell, William Clark",1844-1911.,1889.0,1889.0,s,1889,    ,London;Chatto and Windus;1889.,1889,,,Sailors,,PZ3.R919Rr,35998955.0,enk,9775954,1,2.0,2.0,,,"The romance of Jenny Harlowe, and sketches of maritime life,",,True,"The romance of Jenny Harlowe, and sketches of maritime life",0.3528078305283025,0.0070644091110686,William,m,20.2004662004662,878.435337777995,38.82598607888631,590.426795721384,384.3596287703016,19506.36486668353,3.1,['unknown'],['fiction and juvenile belles lettres'],"the romance of jenny harlowe, and sketches of maritime life,  the romance of jenny harlowe, and sketches of maritime life",False,False,True
wu.89098854680,"Reaney, Isabel Edis","Reaney, Isabel Edis",b. 1847.,1890.0,1890.0,q,1890,1899,London;H.R. Allenson;189-?,"<estimate=""[189-?]"">",,,Temperance,,,23884903.0,enk,5777163,1,1.0,1.0,,,Temperance sketches from life : | being chips from a temperance workshop / | $c: by Mrs. G.S. Reaney.,,True,Temperance sketches from life : being chips from a temperance workshop,0.7524903691351073,0.0220082299279414,Isabel,f,22.345098039215685,723.9122798923491,30.8984375,342.5521850585937,292.5,35158.703125,3.3,['unknown'],['unknown'],temperance sketches from life : | being chips from a temperance workshop / | $c: by mrs. g.s. reaney.  temperance sketches from life : being chips from a temperance workshop,False,False,True
nnc1.1002140578,"Harte, Bret","Harte, Bret",1836-1902.,1890.0,1890.0,q,1890,1899,London;Walter Scott;189-?,"<estimate=""[189-?]"">",,,,,,1446310.0,enk,8404561,1,1.0,1.0,,,"Tales ,Poems, and sketches.",,True,"Tales ,Poems, and sketches",0.3501460549465309,0.0245958984043983,Bret,m,17.081632653061224,150.33007080383177,33.12068965517241,107.29331578053338,347.83004926108373,10873.633678322696,1.3,['unknown'],['unknown'],"tales ,poems, and sketches.  tales ,poems, and sketches",False,True,True
njp.32101066385103,"Dickens, Charles","Dickens, Charles",1812-1870.,1890.0,1870.0,s,1890,    ,London;Walter Scott;1890?,1890,,,,,,9513975.0,enk,8927430,1,1.0,1.0,,,Master Humphrey's clock and other early stories and sketches | $c: by Charles Dickens. Ed. by Frank T. Marzials.,,True,Master Humphrey's clock and other early stories and sketches,0.6147954019882718,0.170629641610481,Charles,m,13.363321799307958,93.4631529794902,32.01023890784983,37.61422963575581,354.38225255972696,4653.171289123927,3.6,['fiction'],['unknown'],master humphrey's clock and other early stories and sketches | $c: by charles dickens. ed. by frank t. marzials.  master humphrey's clock and other early stories and sketches,True,False,True
mdp.39015063946480,"Quiller-Couch, Arthur","Quiller-Couch, Arthur Thomas, Sir",1863-1944.,1891.0,1891.0,s,1891,    ,London;Cassell;1891.,1891,"The omnibus.--Fortunio.--The outlandish ladies.--Statement of Gabriel Foot, highwayman.--The return of Joanna.--Psyche.--The Countess of Bellarmine.--A cottage in Troy.--Old Aeson.--Stories of Bleakirk.--A dark mirror.--The small people.--The mayor of Gantick.--The doctor's foundling.--The gifts of Feodor Himkoff.--Yorkshire Dick.--The carol.--The paradise of choice.--Beside the bee-hives.--The magic shadow.",,,,,1196433.0,enk,1910959,1,3.0,3.0,,,"Noughts and crosses ; | stories, studies, and sketches.",,True,"Noughts and crosses ; stories, studies, and sketches",0.3097166241210832,0.1732364503527092,Arthur,m,17.705454545454547,933.9023338842974,25.117021276595743,217.4792138222424,233.6489361702128,18474.55405915196,2.9,['unknown'],['unknown'],"noughts and crosses ; | stories, studies, and sketches.  noughts and crosses ; stories, studies, and sketches",True,False,True
uc2.ark+=13960=t5x63km2t,"Hall, Anna Maria Fielding","Hall, Anna Maria Fielding",,1892.0,1829.0,r,1892,1829,London;Chatto & Windus;1892.,1892,,,Irish fiction,,,4364899.0,enk,7915338,2,2.0,2.0,,,Sketches of Irish character,,False,Sketches of Irish character,0.0594433167088443,0.0316455111036923,Anna,f,25.355179704016912,991.467927716121,51.87370600414079,695.7376730150155,580.1966873706004,35178.795682608266,2.2,['fiction'],['unknown'],sketches of irish character  sketches of irish character,False,False,True
nyp.33433075904791,"Waugh, Edwin","Waugh, Edwin",1817-1890.,1893.0,1890.0,s,1893,    ,London;J. Heywood;1893,1893,,,Description and travel,Lake District (England),,2935270.0,enk,8645651,1,1.0,1.0,,,Rambles in the lake country and other travel sketches / | $c: by Edwin Waugh; edited by George Milner.,,True,Rambles in the lake country and other travel sketches,0.9427580453502814,0.0256422076641004,Edwin,m,11.21602787456446,23.58399397831709,27.423452768729643,63.41677895786693,304.7459283387622,11958.215577884115,3.6,['fiction'],['unknown'],rambles in the lake country and other travel sketches / | $c: by edwin waugh; edited by george milner.  rambles in the lake country and other travel sketches,False,False,True
njp.32101068158946,"Somerville, E. Œ. (Edith Œnone)","Somerville, E. Œ. (Edith Œnone)",1858-1949.,1893.0,1893.0,r,1893,uuuu,"London;W.H. Allen & Co., Limited;1893.",1893,,,,,,35308633.0,enk,8968048,1,3.0,3.0,,,"Through Connemara in a governess cart. | $c: By the authors of ""An Irish cousin."" Illustrated by W.W. Russell, from sketches by Edith Œ. Somerville.",,True,Through Connemara in a governess cart,0.4476629747248136,0.0639866789542184,Edith,f,6.4636871508379885,6.762647857432666,18.589189189189188,31.47447772096421,183.6054054054054,4009.5253761869976,1.7,['unknown'],['unknown'],"through connemara in a governess cart. | $c: by the authors of ""an irish cousin."" illustrated by w.w. russell, from sketches by edith œ. somerville.  through connemara in a governess cart",False,False,True
uc1.$b684707,"Sir, Quiller-Couch, Arthur Thomas","Quiller-Couch, Arthur Thomas, Sir",1863-1944.,1893.0,1893.0,s,1893,    ,London;Cassell;1893.,1893,,,,,,,enk,9977382,1,3.0,3.0,,,"The delectable duchy; | stories, studies, and sketches, | $c: by ""Q"".",,True,"The delectable duchy; stories, studies, and sketches",0.4338339223614887,0.0053327354004276,Arthur,m,14.697947214076246,556.4160954928147,24.18260869565217,121.5115816005041,225.1391304347826,11882.728468809071,3.3,['unknown'],['unknown'],"the delectable duchy; | stories, studies, and sketches, | $c: by ""q"".  the delectable duchy; stories, studies, and sketches",True,False,True
mdp.39015014300399,"Tynan, Katharine","Tynan, Katharine",1861-1931.,1894.0,1894.0,s,1894,    ,London;Lawrence & Bullen;1894.,1894,,,,,,1280714.0,enk,438551,4,4.0,4.0,,,A cluster of nuts; | being sketches among my own people. | $c: By Katharine Tynan (Mrs. H.A. Hinkson).,,True,A cluster of nuts; being sketches among my own people,0.3777085941596066,0.0732788130772356,Katharine,f,11.202290076335878,105.8025901753977,22.34200743494424,70.89418333079973,197.9702602230483,3030.8838739099792,2.7,['unknown'],['unknown'],a cluster of nuts; | being sketches among my own people. | $c: by katharine tynan (mrs. h.a. hinkson).  a cluster of nuts; being sketches among my own people,False,False,True
nnc1.0050796291,"Kingsley, Henry","Kingsley, Henry",1830-1876.,1894.0,1876.0,m,1894,1896,"London;Ward, Lock and Bowden;1894-96.",1894-1896,Library ed.|[v.1.] The recollections of Geoffry Hamlyn.--[v.2.] Ravenshoe.--[v.3.] The Hillyars and the Burtons.--[v.4.] Silcote of Silcotes.--[v.5.] Stretton.--[v.6.] Austin Elliot and the Harveys.--[v.7.] Mademoiselle Mathilde.--[v.8.] Old Margaret and other stories.--[v.9.] Valentin and number seventeen.--[v.10.] Oakshott Castle and the grange garden.--[v.11.] Reginald Hetherege and Leighton Court.--[v.12.] The boy in grey and other stories and sketches.,,,,,506130775.0,enk,8394498,1,1.0,1.0,v.12,12.0,Novels.,The boy in grey and other stories and sketches,True,The boy in grey and other stories and sketches,0.3126171089532896,0.2897039108120137,Henry,m,26.43859649122807,74.42166820560172,38.73333333333333,128.42888888888888,461.2,23458.126666666667,3.1333333333333333,['unknown'],['unknown'],novels. the boy in grey and other stories and sketches the boy in grey and other stories and sketches,True,False,True
wu.89092952480,"Watson, Alfred Edward Thomas","Watson, Alfred Edward Thomas",1849-1922.,1895.0,1895.0,s,1895,    ,London;Chapman and Hall;1895.,1895,4th ed.,,Fox hunting|Hunting,,,12777300.0,enk,6918659,1,1.0,1.0,,,Sketches in the hunting field. | With illustrations by John Sturgess.,,True,Sketches in the hunting field. With illustrations by John Sturgess,0.5405672207815727,0.1878507536036677,Alfred,m,12.07883817427386,35.75727001945559,29.036290322580644,62.34948946409989,298.73387096774195,8350.154981789803,1.6,['unknown'],['unknown'],sketches in the hunting field. | with illustrations by john sturgess.  sketches in the hunting field. with illustrations by john sturgess,False,False,True
uc2.ark+=13960=t4cn76m7f,"Kingsley, Henry","Kingsley, Henry",1830-1876.,1895.0,1876.0,s,1895,    ,"London;Ward, Lock & Bowden;1895.",1895,,,,,,11305558.0,enk,7923333,2,2.0,2.0,,,The boy in grey and other stories and sketches,,True,The boy in grey and other stories and sketches,0.4892783186605879,0.044305488765863,Henry,m,26.39938080495356,92.39467453919812,53.01510574018127,189.25354825165888,511.0966767371601,13757.229324303353,2.7,['fiction'],['unknown'],the boy in grey and other stories and sketches  the boy in grey and other stories and sketches,True,False,True
uc1.b4158064,"Baker, Sarah S. (Sarah Schoonmaker)","Baker, Sarah S. (Sarah Schoonmaker)",1824-1906.,1896.0,1896.0,s,1896,    ,London;New York;T. Nelson;1896.,1896,,,Social life and customs,Sweden,,35787346.0,enk,6171351,1,1.0,1.0,,,Fireside sketches from Swedish life / | $c: By Mrs. Woods Baker.,,True,Fireside sketches from Swedish life,0.0909154829730157,0.0284301834637068,Sarah,f,18.764150943396228,404.48211107155566,29.792792792792792,497.19129940751554,267.2882882882883,20375.6826556286,2.5,['unknown'],['unknown'],fireside sketches from swedish life / | $c: by mrs. woods baker.  fireside sketches from swedish life,False,False,True
wu.89092953181,"Mason, George Finch","Mason, George Finch",,1896.0,1896.0,s,1896,    ,London;Hurst and Blackett;1896?,1896,,,Fox hunting,,,6577478.0,enk,6918651,1,1.0,1.0,,,The tame fox : | and other sketches / | $c: by Finch Mason.,,True,The tame fox : and other sketches,0.317680441149748,0.0617427041093928,George,m,8.815047021943574,22.802782991519347,22.938650306748468,28.364334374647147,209.17791411042944,4024.7352177349535,2.1,['fiction'],['unknown'],the tame fox : | and other sketches / | $c: by finch mason.  the tame fox : and other sketches,False,False,True
nyp.33433075849947,"Kielland, Alexander Lange","Kielland, Alexander Lange",1849-1906.,1897.0,1897.0,s,1897,    ,London;E. Stock;1897.,1897,Cheap edition.,,Norwegian fiction,,,37499435.0,enk,8673302,1,1.0,1.0,,,Norse tales and sketches. | $c: By Alexander L. Kielland. Translated by R.L. Cassie.,,True,Norse tales and sketches,0.1778749115874406,0.130393707967904,Alexander,m,8.242038216560509,14.0305894762465,23.14723926380368,36.19917949490008,188.88343558282207,3175.219541571004,1.2,['fiction'],['unknown'],norse tales and sketches. | $c: by alexander l. kielland. translated by r.l. cassie.  norse tales and sketches,False,True,True
nyp.33433074866215,"Gorst, Harold Edward","Gorst, Harold Edward",1868-1950.,1898.0,1898.0,s,1898,    ,London;J. MacQueen;1898.,1898,,,,,,37237558.0,enk,8668754,1,1.0,1.0,,,"Sketches of the future, | $c: by Harold E. Gorst ...",,True,Sketches of the future,0.7691346394662254,0.0080481375294628,Harold,m,9.957264957264956,23.01526773321645,21.055118110236226,61.68987537975077,151.496062992126,4440.013764027528,1.8,['unknown'],['unknown'],"sketches of the future, | $c: by harold e. gorst ...  sketches of the future",False,False,True
mdp.39015000540495,,,,1899.0,1899.0,s,1899,    ,London;Marshall Bros.;1899.,1899,,,India|Punjab|Missions|Two friends,,,68137627.0,enk,1910574,1,1.0,1.0,,,"Panjabi sketches, by two friends. | $c: Introd. by Sir William Muir.",,True,"Panjabi sketches, by two friends",0.4323543413517312,0.1636057404033818,,unknown,16.035714285714285,73.10586734693878,27.537815126050425,112.21495657086368,307.65546218487395,18292.86448697126,2.0,['unknown'],['unknown'],"panjabi sketches, by two friends. | $c: introd. by sir william muir.  panjabi sketches, by two friends",False,False,True
inu.39000003995649,"Preindlsberger-Mrazović, Milena","Preindlsberger-Mrazović, Milena",1863-1927.,1899.0,1899.0,s,1899,    ,London;Jarrold;1899.,1899,3rd ed.,,,Bosnia and Hercegovina,,9367441.0,enk,6058132,1,1.0,1.0,,,Selam : | sketches and tales of Bosnian life / | $c: by Milena Mrazovic ; translated by Mrs. Waugh.,,True,Selam : sketches and tales of Bosnian life,0.1278489419599487,0.0106965488524779,Milena,f,13.160142348754448,31.58645407226353,27.286713286713287,25.428285001711583,245.16433566433565,3539.347119663553,2.9,['fiction'],['unknown'],selam : | sketches and tales of bosnian life / | $c: by milena mrazovic ; translated by mrs. waugh.  selam : sketches and tales of bosnian life,False,True,True
