docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category,full_title,stories_match
nnc1.0050796291,"Kingsley, Henry","Kingsley, Henry",1830-1876.,1894.0,1876.0,m,1894,1896,"London;Ward, Lock and Bowden;1894-96.",1894-1896,Library ed.|[v.1.] The recollections of Geoffry Hamlyn.--[v.2.] Ravenshoe.--[v.3.] The Hillyars and the Burtons.--[v.4.] Silcote of Silcotes.--[v.5.] Stretton.--[v.6.] Austin Elliot and the Harveys.--[v.7.] Mademoiselle Mathilde.--[v.8.] Old Margaret and other stories.--[v.9.] Valentin and number seventeen.--[v.10.] Oakshott Castle and the grange garden.--[v.11.] Reginald Hetherege and Leighton Court.--[v.12.] The boy in grey and other stories and sketches.,,,,,506130775.0,enk,8394498,1,1.0,1.0,v.12,12.0,Novels.,The boy in grey and other stories and sketches,True,The boy in grey and other stories and sketches,0.3126171089532896,0.2897039108120137,Henry,m,26.43859649122807,74.42166820560172,38.73333333333333,128.42888888888888,461.2,23458.126666666667,3.1333333333333333,['unknown'],['unknown'],novels. the boy in grey and other stories and sketches the boy in grey and other stories and sketches,True
nyp.33433081652459,"Powell, F. York (Frederick York)","Powell, F. York (Frederick York)",1850-1904.,1894.0,1894.0,s,1894,    ,"London;Longmans, Green;1894.",1894,"New ed., rev. and enl.",,History,Great Britain,,35869014.0,enk,8651264,1,1.0,1.0,,,Old stories from British history / | $c: by F. York Powell.,,True,Old stories from British history,0.1627276062861747,0.9370359536917372,Frederick,m,11.37037037037037,80.70938663531255,25.44502617801048,72.43545955428853,224.74869109947645,6049.622707710863,2.9,['unknown'],['unknown'],old stories from british history / | $c: by f. york powell.  old stories from british history,True
nyp.33433074863832,"Jerome, Jerome K. (Jerome Klapka)","Jerome, Jerome K. (Jerome Klapka)",1859-1927.,1894.0,1894.0,s,1894,    ,London;McClure;1894,1894,,,,,,9315402.0,enk,8666616,1,1.0,1.0,,,"John Ingerfield, | and other stories, | $c: by Jerome K. Jerome.",,True,"John Ingerfield, and other stories",0.3769627970758047,0.015466082982557,Jerome,m,5.640350877192983,5.686441982148353,18.677551020408163,35.05112869637652,115.36326530612244,1720.1823240316537,1.7,['fiction'],['unknown'],"john ingerfield, | and other stories, | $c: by jerome k. jerome.  john ingerfield, and other stories",True
ncs1.ark+=13960=t03x8kf5b,"Custance, Henry","Custance, Henry",,1894.0,1894.0,s,1894,    ,London;Edward Arnold;1894.,1894,,,Horse racing|Great Britain,,,19961291.0,enk,10668962,1,1.0,1.0,1894,,Riding recollections and turf stories,,True,Riding recollections and turf stories,0.8791884728095015,0.7438278973255446,Henry,m,10.157232704402515,12.358925675408408,29.175925925925927,37.558556241426615,260.50308641975306,3965.2993731900624,1.7,['unknown'],['unknown'],riding recollections and turf stories  riding recollections and turf stories,True
uc2.ark+=13960=t29884w3p,"Dowson, Ernest Christopher","Dowson, Ernest Christopher",1867-1900.,1895.0,1895.0,s,1895,    ,London;E. Mathews;New York;F. A. Stokes company;1895.,1895,,,,,PR4613.D5D5 1895,2088191.0,enk,1023650,1,2.0,2.0,,,"Dilemmas, stories and studies in sentiment",,True,"Dilemmas, stories and studies in sentiment",0.2411844313411473,0.0902339020417778,Ernest,m,16.8,198.41333333333336,31.93081761006289,161.08326411138802,259.0817610062893,13761.5593528737,1.6,"['fiction', 'urn:uuid:cf139d9d-cc75-407a-a0ee-19b08355ae25']",['english literature'],"dilemmas, stories and studies in sentiment  dilemmas, stories and studies in sentiment",True
mdp.39015065711627,"Smith, Logan Pearsall","Smith, Logan Pearsall",1865-1946.,1895.0,1895.0,s,1895,    ,London;New York;Macmillan;1895.,1895,The youth of Parnassus.--The will to live.--The claim of the past.--The broken journey.--The sub-warden.--Idyll.--Buller intervening.--The optimist.,,,,PZ3.S6537,22370347.0,enk,5275208,2,3.0,3.0,,,"The youth of Parnassus, and other stories / | $c: by Logan Pearsall Smith.",,True,"The youth of Parnassus, and other stories",0.1682354726249734,0.3005188087153141,Logan,m,8.12167300380228,13.308389596495536,18.54074074074074,19.648340192043893,164.03333333333333,2047.2692592592591,1.2,['fiction'],['fiction and juvenile belles lettres'],"the youth of parnassus, and other stories / | $c: by logan pearsall smith.  the youth of parnassus, and other stories",True
uc1.$b251496,"Hill, Headon","Hill, Headon",1857-1927.,1895.0,1895.0,s,1895,    ,"London;New York;Ward, Lock & Bowden;1895.",1895,,,,,,5863446.0,enk,6503134,1,1.0,1.0,,,The divinations of Kala Persad and other stories,,True,The divinations of Kala Persad and other stories,0.3685329791838137,0.009432056763904,Headon,unknown,10.270042194092827,14.90598016699603,27.168,75.21177600000001,246.064,7675.427903999999,1.7,['unknown'],['unknown'],the divinations of kala persad and other stories  the divinations of kala persad and other stories,True
uc1.$b294957,"Selby, Thomas G","Selby, Thomas G",,1895.0,1895.0,s,1895,    ,London;C.H. Kelly;1895.,1895,,,,,,5778180.0,enk,6530554,2,2.0,2.0,,,The Chinaman in his own stories,,True,The Chinaman in his own stories,0.5403530869974744,0.0114049703642113,Thomas,m,12.619718309859154,35.24975203332673,28.25560538116592,52.09161656176476,275.6143497757848,7770.488045205011,1.2,['unknown'],['unknown'],the chinaman in his own stories  the chinaman in his own stories,True
uc1.32106007211235,"Zola, Emile","Zola, Émile",1840-1902.,1895.0,1895.0,s,1895,    ,London;Heinemann;1895.,1895,,,,,,1561317.0,enk,7117484,1,2.0,2.0,,,Stories for Ninon / | $c: by Émile Zola ; translated by Edward Vizetelly.,,True,Stories for Ninon,0.2432527861509743,0.0254818714967644,Mile,m,23.757978723404257,120.69408527614308,37.6684350132626,177.6009399911348,421.6684350132626,9469.908632298828,3.1,['fiction'],['unknown'],stories for ninon / | $c: by émile zola ; translated by edward vizetelly.  stories for ninon,True
uc2.ark+=13960=t4cn76m7f,"Kingsley, Henry","Kingsley, Henry",1830-1876.,1895.0,1876.0,s,1895,    ,"London;Ward, Lock & Bowden;1895.",1895,,,,,,11305558.0,enk,7923333,2,2.0,2.0,,,The boy in grey and other stories and sketches,,True,The boy in grey and other stories and sketches,0.4892783186605879,0.044305488765863,Henry,m,26.39938080495356,92.39467453919812,53.01510574018127,189.25354825165888,511.0966767371601,13757.229324303353,2.7,['fiction'],['unknown'],the boy in grey and other stories and sketches  the boy in grey and other stories and sketches,True
njp.32101067174340,"Scully, W. C. (William Charles)","Scully, W. C. (William Charles)",1855-1943.,1895.0,1895.0,s,1895,    ,London;T. F. Unwin;1895.,1895,,,,,,7486235.0,enk,8956182,1,1.0,1.0,,,Kafir stories.,,True,Kafir stories,0.3243119511919459,0.0382041793631814,William,m,13.956521739130435,71.40028355387523,30.262032085561497,74.52492207383682,265.98930481283423,8435.689725185164,2.7,['fiction'],['english literature'],kafir stories.  kafir stories,True
uva.x001928491,"Freeman, Mary Eleanor Wilkins","Freeman, Mary Eleanor (Wilkins), Mrs",1852-1930.,1895.0,1895.0,s,1895,    ,Edinburgh;D. Douglas;1895.,1895,Author's ed.,,,,,21315501.0,stk,9783007,1,4.0,2.0,,,A humble romance and other stories.,,True,A humble romance and other stories,0.0792079951084093,0.0089400081678008,Wilkins,unknown,14.631736526946108,50.7895317150131,26.99705882352941,57.0676384083045,234.0058823529412,5039.611730103807,3.3,['unknown'],['unknown'],a humble romance and other stories.  a humble romance and other stories,True
mdp.39015059392251,"Davidson, John","Davidson, John",1857-1909.,1896.0,1896.0,s,1896,    ,"London;Ward and Downey, limited;1896.",1896,The pilgrimage of Strongsoul.--The Glasgow ghosts.--The schoolboy's tragedy.--Eagle's shadow.--The salvation of nature.,,,,,4345284.0,enk,118552,2,2.0,2.0,,,"The pilgrimage of Strongsoul, | and other stories, | $c: by John Davidson.",,True,"The pilgrimage of Strongsoul, and other stories",0.0920757826173082,0.2860166361034663,John,m,10.77007299270073,14.826695615110022,24.093525179856115,17.286217069509863,195.1762589928057,1667.7423140624192,1.7,['fiction'],['unknown'],"the pilgrimage of strongsoul, | and other stories, | $c: by john davidson.  the pilgrimage of strongsoul, and other stories",True
mdp.39015005865947,"Lee, Vernon","Lee, Vernon",1856-1935.,1896.0,1896.0,s,1896,    ,London;John Lane;N. Y.;John Lane co.;1896.,1896,,,,,,65991120.0,enk,246865,1,1.0,1.0,,,Hauntings; fantastic stories. | $c: By Vernon Lee (pseud.],,True,Hauntings; fantastic stories,0.3428773263401741,0.0297357307698453,Vernon,m,11.278008298755188,27.296155369225737,28.06,46.87239999999999,271.352,5340.916096,2.0,['fiction'],['unknown'],hauntings; fantastic stories. | $c: by vernon lee (pseud.]  hauntings; fantastic stories,True
uc1.$b112814,"Grant, Charles","Grant, Charles",,1896.0,1896.0,s,1896,    ,London;New York;Macmillan;1896.,1896,,,,,,7904122.0,enk,6607594,1,1.0,1.0,,,Stories of Naples and the Camorra,,True,Stories of Naples and the Camorra,0.0,0.0,Charles,m,13.672544080604537,14.759271361407029,36.873449131513645,37.78299232185408,375.8957816377171,4665.04621049326,2.0,['unknown'],['unknown'],stories of naples and the camorra  stories of naples and the camorra,True
uc2.ark+=13960=t9k35pp35,Juan Manuel,Juan Manuel,,1896.0,1896.0, ,1896,    ,London;Gibbings;1896.,1896,,,,,,39502182.0,enk,7664125,1,1.0,1.0,,,Count Lucanor; or the Fifty pleasant stories of Patronio,,True,Count Lucanor; or the Fifty pleasant stories of Patronio,0.7448762569541809,0.9229027571663008,Juan,m,8.356401384083044,20.187856946157257,31.62116040955632,129.12269216880802,255.8976109215017,9359.750608626777,5.5,['unknown'],['unknown'],count lucanor; or the fifty pleasant stories of patronio  count lucanor; or the fifty pleasant stories of patronio,True
uc1.b3322375,"Henniker, Florence","Henniker, Florence",-1923,1896.0,1896.0,s,1896,    ,London;J. Lane;Boston;Roberts Bros.;1896.,1896,,,,,,21343242.0,enk,7915241,2,2.0,2.0,,,In scarlet and grey : | stories of soldiers and others / | $c: by Florence Henniker. And The spectre of the real / by Thomas Hardy and Florence Henniker.,,True,In scarlet and grey : stories of soldiers and others,0.1565810651280613,0.0061469895854914,Florence,f,14.845794392523365,28.40145427548258,28.586046511627902,23.2007355327204,259.16279069767444,2806.8525689561925,2.5,['fiction'],['unknown'],in scarlet and grey : | stories of soldiers and others / | $c: by florence henniker. and the spectre of the real / by thomas hardy and florence henniker.  in scarlet and grey : stories of soldiers and others,True
uc2.ark+=13960=t2w37sn42,"Adams, W. H. Davenport","Adams, W. H. Davenport (William Henry Davenport)",1828-1891.,1896.0,1891.0,s,1896,    ,London;New York;F. Warne;1896.,1896,,,,,,17728644.0,enk,8221736,2,2.0,2.0,,,"Under many flags, or, Stories of Scottish adventurers",,True,"Under many flags, or, Stories of Scottish adventurers",0.7173773073547676,0.0293103710520297,William,m,9.13934426229508,8.300255307712979,33.86991869918699,45.34080243241458,278.2967479674797,4307.330639830789,2.1,['fiction'],['unknown'],"under many flags, or, stories of scottish adventurers  under many flags, or, stories of scottish adventurers",True
nyp.33433006077428,"Balzac, Honoré de","Balzac, Honoré de",1799-1850.,1896.0,1850.0,s,1896,    ,London;J.M. Dent;Philadelphia : Gebbie Pub. Co.;1896.,1896,The unknown masterpiece -- Christ in Flanders -- Melmoth reconciled -- The Maranas -- El verdugo -- Farewell -- The conscript -- A seaside tragedy -- The red house -- The elixir of life.,,,,,,enk,8584423,1,2.0,2.0,,,The unknown masterpiece: | (Le chef-dóevure inconnu) and other stories / | $c: H. de Balzac ; translated by Ellen Marriage ; with a preface by George Saintsbury.,,False,The unknown masterpiece: (Le chef-dóevure inconnu) and other stories,0.2147393826088817,0.003854565815463,Honor,f,17.638297872340427,44.470235400633776,34.68622448979592,64.36327962307371,368.2321428571428,8907.91294642857,1.3,['fiction'],['unknown'],the unknown masterpiece: | (le chef-dóevure inconnu) and other stories / | $c: h. de balzac ; translated by ellen marriage ; with a preface by george saintsbury.  the unknown masterpiece: (le chef-dóevure inconnu) and other stories,True
nyp.33433040405478,"Balzac, Honoré de","Balzac, Honoré de",1799-1850.,1896.0,1850.0,s,1896,    ,London;J.M. Dent;Philadelphia;Gebbie Pub. Co.;1896.,1896,A study of a woman -- Another study of woman -- La grande Bretêche -- Peace in the house -- The imaginary mistress -- Albert Savarus.,,,,,,enk,8612060,1,1.0,1.0,,,La grande Bretèche and other stories / | $c: H. de Balzac ; translated by Clara Bell ; with a preface by George Saintsbury.,,False,La grande Bretèche and other stories,0.3114460014646108,0.0007312356147416,Honor,f,17.81619937694704,101.37743228423636,34.48809523809524,61.23200113378685,366.25,8931.78869047619,2.4,['fiction'],['unknown'],la grande bretèche and other stories / | $c: h. de balzac ; translated by clara bell ; with a preface by george saintsbury.  la grande bretèche and other stories,True
nyp.33433040405833,"Balzac, Honoré de","Balzac, Honoré de",1799-1850.,1896.0,1850.0,s,1896,    ,London;J. M. Dent;Philadelphia;Gebbie Pub. Co.;1896.,1896,The atheist's mass -- Honorine -- Colonel Chabert -- The commission in lunacy (L'interdiction) -- Pierre Grassou.,,,,,,enk,8612071,1,1.0,1.0,,,The atheist's mass and other stories = | (La messe de l'athée) / | $c: H. de Balzac ; translated by Clara Bell ; with a preface by George Saintsbury.,,False,The atheist's mass and other stories = (La messe de l'athée),0.3206021191483411,0.0006411120300077,Honor,f,17.149837133550488,127.33911235132472,34.52336448598131,71.93169709144902,368.09968847352025,10532.002523267438,2.1,['fiction'],['unknown'],the atheist's mass and other stories = | (la messe de l'athée) / | $c: h. de balzac ; translated by clara bell ; with a preface by george saintsbury.  the atheist's mass and other stories = (la messe de l'athée),True
nyp.33433074861646,"Hume, Fergus","Hume, Fergus",1859-1932.,1896.0,1896.0,s,1896,    ,"London;New York;Ward, Lock & Bowden, Ltd.;1896.",1896,The dwarf's chamber.--Miss Jonathan.--The dead man's diamonds.--'The tale of the turquoise skull.'--The green-stone God and the stockbroker.--The Jesuit and the Mexican coin.--The rainbow camellia.--The ivory leg and the twenty-four diamonds.--My cousin from France.,,English fiction,,,6259640.0,enk,8665725,1,1.0,1.0,,,"The dwarf's chamber and other stories | $c: by Fergus Hume, with illustrations by Percy F. S. Spence, James Greig, and others.",,True,The dwarf's chamber and other stories,0.0929061247177285,0.0262433994388152,Fergus,m,17.915966386554622,63.0629663630158,29.807065217391305,124.05788486531192,321.2826086956522,16742.045132325144,2.1,['fiction'],['unknown'],"the dwarf's chamber and other stories | $c: by fergus hume, with illustrations by percy f. s. spence, james greig, and others.  the dwarf's chamber and other stories",True
nyp.33433074866231,"James, Humphrey","James, Humphrey",,1896.0,1896.0,s,1896,    ,London;T.F. Unwin;1896.,1896,,,English fiction,,,37312421.0,enk,8670629,1,1.0,1.0,,,"Paddy's woman and other stories, | $c: by Humphrey James.",,True,Paddy's woman and other stories,0.0875907275420799,0.0606571660025066,Humphrey,m,11.046448087431694,13.377623995938963,22.06417112299465,17.23117618462067,194.9144385026738,1730.7039091766997,1.5,['fiction'],['unknown'],"paddy's woman and other stories, | $c: by humphrey james.  paddy's woman and other stories",True
nyp.33433075872246,"Reade, Charles","Reade, Charles",1814-1884.,1896.0,1884.0,s,1896,    ,"London;Chatto, Windus, Piccadilly;1896.",1896,Library ed.,,,,,7144598.0,enk,8691005,1,1.0,1.0,,,"The jilt, &c. ; | Good stories of man and other animals.",,True,"The jilt, &c. ; Good stories of man and other animals",0.314009867053047,0.0669826380756667,Charles,m,35.027989821882954,1438.9076135164355,45.095238095238095,559.8906790786491,497.0751879699248,31045.227429475945,3.0,['fiction'],['unknown'],"the jilt, &c. ; | good stories of man and other animals.  the jilt, &c. ; good stories of man and other animals",True
njp.32101065845917,"Munro, Neil","Munro, Neil",1864-1930.,1896.0,1896.0,s,1896,    ,Edinburgh;W. Blackwood;1896.,1896,,,Scottish authors|English fiction,,,5715772.0,stk,9405681,1,3.0,2.0,,,"The lost Pibroch, | and other sheiling stories / | $c: by Neil Munro.",,True,"The lost Pibroch, and other sheiling stories",0.2290834369337406,0.0185869472191084,Neil,m,9.758620689655173,19.470471660721365,21.142857142857142,18.716433941997856,187.46616541353384,1796.7902086042177,5.3,['fiction'],['unknown'],"the lost pibroch, | and other sheiling stories / | $c: by neil munro.  the lost pibroch, and other sheiling stories",True
mdp.39015005912830,"Barlow, Jane","Barlow, Jane",1857?-1917.,1897.0,1897.0,s,1897,    ,London;Methuen;1897.,1897,,Catalog,Irish fiction,,,3791421.0,enk,206303,2,4.0,4.0,,,A creel of Irish stories / | $c: by Jane Barlow.,,True,A creel of Irish stories,0.2014372543702868,0.1701264007385513,Jane,f,14.84070796460177,336.4702012686976,27.82857142857143,52.9191836734694,266.29714285714283,11492.47170612245,1.4,['fiction'],['unknown'],a creel of irish stories / | $c: by jane barlow.  a creel of irish stories,True
inu.30000108972971,"Lady, Gurdon, Eveline Camilla","Gurdon, Eveline Camilla, Lady",1858-1894.,1897.0,1894.0,s,1897,    ,"London;New York [etc.;Longmans, Green, & co.;1897.",1897,,,,,,4999657.0,enk,245039,2,2.0,2.0,,,"Suffolk tales & other stories : | fairy legends, poems, miscellaneous articles / | $c: by the late Lady Camilla Gurdon.",,True,"Suffolk tales & other stories : fairy legends, poems, miscellaneous articles",0.2719044764316158,0.1810617253215215,Eveline,f,15.156164383561643,43.69890035653968,30.64,96.39573333333333,350.344,15765.548330666668,1.7,['unknown'],['unknown'],"suffolk tales & other stories : | fairy legends, poems, miscellaneous articles / | $c: by the late lady camilla gurdon.  suffolk tales & other stories : fairy legends, poems, miscellaneous articles",True
uc2.ark+=13960=t3gx4d83s,"Scully, W. C","Scully, W. C. (William Charles)",1855-1943.,1897.0,1897.0,s,1897,    ,London;Methuen;1897.,1897,,,,,,22201611.0,enk,7923221,2,3.0,3.0,,,"The white hecatomb, and other stories",,True,"The white hecatomb, and other stories",0.2959038393521724,0.0114970218896187,William,m,15.551532033426184,306.00779013198223,35.05494505494506,177.44753049148653,258.54395604395603,12563.945870064004,2.7,['fiction'],['unknown'],"the white hecatomb, and other stories  the white hecatomb, and other stories",True
nyp.33433040405528,"Balzac, Honoré de","Balzac, Honoré de",1799-1850.,1897.0,1850.0,s,1897,    ,London;J.M. Dent;Philadelphia : Gebbie Pub. Co.;1897.,1897,A marriage setlement -- A start in Life -- A second home.,,,,,,enk,8612063,1,2.0,2.0,,,A marriage settlement = | (Le contrat de mariage) and other stories / | $c: H. de Balzac ; translanted by Clara Bell ; with a preface by George Saintsbury.,,False,A marriage settlement = (Le contrat de mariage) and other stories,0.2428939572623635,0.0046230385395131,Honor,f,18.056338028169016,258.1095020829201,34.7687074829932,45.08936091443381,372.44444444444446,8769.013353489545,1.4,['fiction'],['unknown'],a marriage settlement = | (le contrat de mariage) and other stories / | $c: h. de balzac ; translanted by clara bell ; with a preface by george saintsbury.  a marriage settlement = (le contrat de mariage) and other stories,True
nyp.33433081998324,"Cambridge, Ada","Cambridge, Ada",1844-1926.,1897.0,1897.0,s,1897,    ,"London;Ward, Lock & co.;1897.",1897,,,,,,11522255.0,enk,8664985,1,1.0,1.0,,,At midnight and other stories / | $c: by Ada Cambridge.,,True,At midnight and other stories,0.1126037504922779,0.4360080922781001,Ada,f,15.05940594059406,35.692840571185826,28.15857605177993,40.80656884615789,281.9514563106796,5139.50249787916,2.9,['fiction'],['unknown'],at midnight and other stories / | $c: by ada cambridge.  at midnight and other stories,True
nyp.33433075807580,"Balzac, Honoré de","Balzac, Honoré de",1799-1850.,1897.0,1850.0,s,1897,    ,London;Dent;1897.,1897,The unconscious mummers.- A prince of Bohemia.- A man of business.- Gaudissart II.- The firm of Nucingen.- Facino Cane.,,,,,1723079.0,enk,8671984,1,3.0,3.0,,,"The unconscious mummers | (Les comédiens sans le savoir) and other short stories, | $c: tr. by Ellen Marriage, with a preface by George Saintsbury.",,False,The unconscious mummers (Les comédiens sans le savoir) and other short stories,0.3174115078151712,0.006329729491796,Honor,f,17.896153846153847,49.03921597633136,33.890977443609025,67.3227005483634,369.2406015037594,8760.393238735938,1.7,['fiction'],['unknown'],"the unconscious mummers | (les comédiens sans le savoir) and other short stories, | $c: tr. by ellen marriage, with a preface by george saintsbury.  the unconscious mummers (les comédiens sans le savoir) and other short stories",True
nyp.33433074797675,"Fleming, George","Fleming, George",1858-1938.,1897.0,1897.0,s,1897,    ,London;G. Richards;1897.,1897,,,American fiction,,,37128385.0,enk,8690795,1,1.0,1.0,,,"Little stories about women, | $c: by George Fleming [pseud.] ...",,True,Little stories about women,0.1651241296623851,0.0007086697406882,George,m,13.408906882591094,26.986641315215785,25.96825396825397,35.943436633912825,257.85714285714283,4701.360544217687,1.4,['fiction'],['unknown'],"little stories about women, | $c: by george fleming [pseud.] ...  little stories about women",True
wu.89007382724,,,,1897.0,1897.0,t,1901,1897,London;Printed for subscribers only;1901.,1901,Delhi ed.,Novel,,,,45671187.0,enk,11986306,1,1.0,1.0,,,Alaeddin and the enchanted lamp ; | Zein Ul Asnam and the King of Jinn : two stories / | $c: done into English from the recently discovered Arabic text by John Payne.,,True,Alaeddin and the enchanted lamp ; Zein Ul Asnam and the King of Jinn : two stories,0.3212205231378475,0.2210473231569792,,unknown,10.053956834532372,27.07262822835257,24.996491228070177,19.245601723607265,289.919298245614,4685.38646968298,1.9,['fiction'],['unknown'],alaeddin and the enchanted lamp ; | zein ul asnam and the king of jinn : two stories / | $c: done into english from the recently discovered arabic text by john payne.  alaeddin and the enchanted lamp ; zein ul asnam and the king of jinn : two stories,True
mdp.39015064443982,"Anstey, F","Anstey, F",1856-1934.,1898.0,1898.0,s,1898,    ,London;G. Richards;1898,1898,,,,,,12627070.0,enk,245214,1,1.0,1.0,,,"Paleface and Redskin, | and other stories for boys and girls, | $c: by F. Anstey [pseud.] Illustrated by Gordon Browne.",,True,"Paleface and Redskin, and other stories for boys and girls",0.0442798672018062,0.9593261081331332,F,unknown,11.278169014084508,29.834593830589167,24.09621993127148,64.69864550489484,228.446735395189,7286.597678345793,1.8,['fiction'],['unknown'],"paleface and redskin, | and other stories for boys and girls, | $c: by f. anstey [pseud.] illustrated by gordon browne.  paleface and redskin, and other stories for boys and girls",True
nyp.33433074927066,"Becke, Louis","Becke, Louis",1855-1913.,1898.0,1898.0,s,1898,    ,London;T. Fisher Unwin;1898.,1898,"Rodman the boatsteerer.--A point of theology on Maduro.--A man of impulse.--The trader.--Mrs. Clinton.--The cutting off of the ""Queen Charlotte"".--The slavers.--A question of precedence.--A touch of the tar brush.--The trader's wife.--Nina.--The East Indian cousin.--Proctor the drunkard.--A Ponapean convenance.--In the king's service.--Oxley, the privateers-man.--The escapee.--Ema, the half-blood.- Leassé.--The trouble with Jinaban.",Novel,,Oceania,,8499491.0,enk,2644814,3,4.0,3.0,,,Rodman the boatsteerer and other stories.,,True,Rodman the boatsteerer and other stories,0.3361637683870033,0.0159427354129624,Louis,m,12.092537313432835,23.11680997995099,28.68513119533528,35.475201659172626,289.20991253644314,4858.527365298472,0.8,['unknown'],['unknown'],rodman the boatsteerer and other stories.  rodman the boatsteerer and other stories,True
uc1.$b298813,"Gordon, Samuel","Gordon, Samuel",1871-1927.,1898.0,1898.0,s,1898,    ,London;Greenburg & Co.;1898.,1898,,,,,,27037005.0,enk,6532610,2,2.0,2.0,,,Daughters of Shem and other stories,,True,Daughters of Shem and other stories,0.0443573725031133,0.0666431912557335,Samuel,m,16.631067961165048,23.689131869167685,35.87459807073955,28.437650561925537,346.34726688102893,3911.847251372504,1.7,['fiction'],['unknown'],daughters of shem and other stories  daughters of shem and other stories,True
uc2.ark+=13960=t7jq16c73,"Maclaren, Ian","Maclaren, Ian",1850-1907.,1898.0,1898.0,s,1898,    ,London;Hodder & Stoughton;1898.,1898,,,,,,2303417.0,enk,7707827,1,3.0,3.0,,,"Afterwards, and other stories",,True,"Afterwards, and other stories",0.3418068537606754,0.0605000179770589,Ian,m,8.00900900900901,12.351270189108028,26.607142857142858,38.37691326530612,213.39732142857144,2887.1635642538267,2.8,['unknown'],['unknown'],"afterwards, and other stories  afterwards, and other stories",True
uc2.ark+=13960=t6057s91v,"Pain, Barry","Pain, Barry",1864-1928.,1898.0,1898.0,s,1898,    ,London;Harper;1898.,1898,,,,,,83809104.0,enk,7708167,1,1.0,1.0,,,"In a Canadian canoe, the nine muses minus one, and other stories",,True,"In a Canadian canoe, the nine muses minus one, and other stories",0.3012883985646466,0.0595388712331208,Barry,m,19.43661971830986,29.476029888249688,35.465753424657535,56.0935760305248,320.35616438356163,6711.92794145243,2.1,['fiction'],['unknown'],"in a canadian canoe, the nine muses minus one, and other stories  in a canadian canoe, the nine muses minus one, and other stories",True
uc2.ark+=13960=t34172m0r,"Robertson, Morgan","Robertson, Morgan",1861-1915.,1898.0,1898.0,s,1898,    ,New York;London;Harper;1898.,1898,,,,,,647757.0,enk,7923100,2,4.0,4.0,,,Spun-yarn sea stories,,True,Spun-yarn sea stories,0.5497206934319455,0.0110353494089717,Morgan,m,10.201754385964913,27.5557863958141,29.89655172413793,35.9461950059453,210.771551724138,2149.857294143876,1.9,['unknown'],['unknown'],spun-yarn sea stories  spun-yarn sea stories,True
uc1.b3137613,"Baker, Sarah S. (Sarah Schoonmaker)","Baker, Sarah S. (Sarah Schoonmaker)",1824-1906.,1898.0,1898.0,s,1898,    ,London;New York;T. Nelson;1898.,1898,,,,,,35789587.0,enk,8015431,1,1.0,1.0,,,"Little Tora, the Swedish schoolmistress : | and other stories / | $c: by Mrs. Woods Baker.",,True,"Little Tora, the Swedish schoolmistress : and other stories",0.1091258125630335,0.0585700722494259,Sarah,f,13.732876712328768,190.16837117658105,24.83443708609272,229.80702600763124,233.35761589403967,11956.28270689882,3.4,['unknown'],['unknown'],"little tora, the swedish schoolmistress : | and other stories / | $c: by mrs. woods baker.  little tora, the swedish schoolmistress : and other stories",True
nyp.33433040405890,"Balzac, Honoré de","Balzac, Honoré de",1799-1850.,1898.0,1850.0,s,1898,    ,London;J. M. Dent;Philadelphia;Gebbie Pub. Co.;1898.,1898,A father's curse -- Maître Cornélius -- Gambara -- Massimilla Doni.,,,,,,enk,8612074,1,2.0,2.0,,,A father's curse and other stories / | $c: H. de Balzac ; translated by James Waring ; with a preface by George Saintsbury.,,False,A father's curse and other stories,0.1693460616329842,0.0038080128128067,Honor,f,16.299191374663074,45.82153573426522,34.18848167539267,46.372851621391966,369.8298429319372,7215.984135577423,1.6,['fiction'],['unknown'],a father's curse and other stories / | $c: h. de balzac ; translated by james waring ; with a preface by george saintsbury.  a father's curse and other stories,True
nyp.33433076090517,"Freeman, Mary Eleanor Wilkins","Freeman, Mary Eleanor (Wilkins), Mrs",1852-1930.,1898.0,1898.0,s,1898,    ,London;and New York;Harper & Brothers;1898.,1898,"Silence.--The Buckley lady.--Evelina's garden.--A New England prophet.--The little maid at the door.--Lydia Hersey, of East Bridgewater.",,,,,32181131.0,enk,8657880,1,1.0,1.0,,,Silence & other stories / | $c: by Mary E. Wilkins.,,True,Silence & other stories,0.0,0.0,Wilkins,unknown,11.816816816816816,20.714191669146626,25.95575221238938,25.517216174589496,233.13569321533924,2717.3739177347925,1.2,['unknown'],['unknown'],silence & other stories / | $c: by mary e. wilkins.  silence & other stories,True
