gutenberg_id,title,subjects,bookshelves,languages,copyright,media_type,download_count,authors,translators,summaries,formats
65489,It Might Have Happened Otherwise,Criminals -- Fiction; Railroad station managers -- Fiction; Short stories,Browsing: Crime/Mystery; Browsing: Fiction; Browsing: Literature,en,False,Text,97,"Pendexter, Hugh (1875-1940)",,"""It Might Have Happened Otherwise"" by Hugh Pendexter is a dramatic short story written during the early 20th century. The narrative revolves around the internal conflict of a lonely station agent, Parsly, who grapples with the temptation of theft due to his dissatisfaction with his low salary and mundane life. Through Parsly's thoughts and actions, the story explores themes of morality, desperation, and self-deception.  The story follows Parsly, a station agent and telegraph operator, who becomes obsessed with the idea of stealing express money he handles due to a feeling of entrapment in his monotonous life. As he devises intricate plans to fake a robbery and escape with the money, he wrestles with conflicting emotions of guilt and the allure of freedom the stolen money would represent. However, his plans take an unexpected turn when he becomes embroiled in a real robbery attempt by a gang of criminals. In a twist of fate, Parsly finds himself in a position of heroism during the confrontation, ultimately leading him to a promotion rather than the disgrace he initially contemplated. The story concludes with Parsly’s altered perspective on crime and a deepening aversion to the very money that had once tempted him. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/65489.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/65489.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/65489.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/65489.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/65489/65489-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/65489.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/65489/pg65489.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/65489/pg65489-h.zip
70645,Sam Bass,"Bass, Sam, 1851-1878 -- Fiction; Outlaws -- Fiction; Short stories; Western stories",Browsing: Fiction; Browsing: Literature,en,False,Text,97,"Cunningham, Eugene (1896-1957)",,"""Sam Bass"" by Eugene Cunningham is a historical account written in the early 20th century. The book centers on the life of Sam Bass, a notorious outlaw of the American West in the late 19th century, capturing his transformation from a likable cowboy into a legendary figure associated with train robberies. It paints a vivid picture of the social and economic environment of Texas during Bass's time, examining his relationships, his outlaw exploits, and the pursuit by law enforcement that ultimately led to his downfall.  The narrative follows Sam Bass as he gains a reputation among cowboys and becomes the leader of a gang that orchestrates several train robberies. Drawn to the allure of wealth and fame, Bass and his gang evade law enforcement for a time, displaying both cunning and bravado. However, the story takes a tragic turn as betrayals and police pursuits intensify, culminating in a fateful encounter in Round Rock. Bass's mortality is brought to a haunting end following a gunfight with Rangers, highlighting themes of loyalty, treachery, and the harsh realities of outlaw life. Ultimately, the book immortalizes Sam Bass as a symbol of rebellion and the romanticized notion of the cowboy era in American folklore. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/70645.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/70645.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/70645.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/70645.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/70645.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/70645/pg70645.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/files/70645/70645-0.zip
73558,The thin match,Anthropomorphism in literature; Matches -- Fiction; Short stories,Browsing: Fiction; Browsing: Literature,en,False,Text,97,"Whitehead, Henry S. (Henry St. Clair) (1882-1932)",,"""The Thin Match"" by Henry S. Whitehead is a short story written during the early 20th century. The narrative unfolds the journey of an unassuming match, highlighting themes of individuality and destiny against the mundane backdrop of its life and the lives of others around it. The story illustrates the existential journey of an entity perceived as inferior and its quest for purpose.  The plot follows a thin match that struggles with feelings of inadequacy due to its unusual characteristics, such as its crooked head and brown streak. Throughout its journey, the match experiences a series of owners who unknowingly overlook it, while grappling with the very real possibility of never fulfilling its purpose of igniting a flame. The climax builds as a desperate man named Pete, snowed in and without fire, discovers the match in a moment of urgency. When Pete finally strikes the thin match, it surprisingly lights up and sets a fire, showcasing that even the most overlooked individuals can shine when given the opportunity, ultimately fulfilling their destiny in the face of great adversity. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/73558.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/73558.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/73558.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/73558.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/73558.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/73558/pg73558.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/73558/pg73558-h.zip
6174,Pierre and His People: Tales of the Far North. Volume 1.,"Canada, Northern -- Fiction; Short stories, Canadian",Browsing: Fiction; Browsing: Literature; Browsing: Travel & Geography,en,False,Text,96,"Parker, Gilbert (1862-1932)",,"""Pierre and His People: Tales of the Far North Volume 1"" by Gilbert Parker is a collection of short stories likely written in the late 19th century. The tales follow the character Pierre, a half-breed who navigates the complexities of life in the Canadian frontier, interacting with various other characters, including law enforcement and the local indigenous peoples. The stories explore themes of justice, morality, and the harsh realities of pioneer life in the Far North.  The beginning of the collection introduces the story ""The Patrol of the Cypress Hills,"" where we find Old Brown Windsor and Young Aleck discussing Sergeant Fones, a strict officer of the Mounted Police. Pretty Pierre enters the scene, characterized as clever and resourceful yet involved in gambling and intrigue. The narrative sets up a tension between Aleck, who seems infatuated with a woman named Mab, and Pierre, who has darker ambitions. The introductory portion also hints at a looming confrontation involving Pierre, Aleck, and the law, laying the groundwork for the intertwining lives of these characters against the backdrop of the unforgiving North. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/6174.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/6174.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/6174.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/6174.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/6174.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/6174/pg6174.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/6174/pg6174-h.zip
6238,"The Lane That Had No Turning, Volume 2",Canadian fiction; Short stories,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,96,"Parker, Gilbert (1862-1932)",,"""The Lane That Had No Turning, Volume 2"" by Gilbert Parker is a collection of short stories written during the early 20th century. The book delves into the lives of various characters in a rural Canadian setting, emphasizing themes of love, loyalty, sacrifice, and the complexities of human relationships. Each story presents different facets of life and emotions, highlighting societal norms and personal struggles in a changing world.  The stories included in this volume explore the intertwining lives of characters such as P'tite Louison, a woman whose romantic past influences her present, and Luc Pomfrette, a man shunned by society due to his fall from grace and eventual redemption. ""A Worker in Stone"" focuses on Francois Lagarre, a tombstone-cutter who aspires to be an artist but faces the harsh judgment of his peers and their suspicions of impropriety. Through evocative narratives, Parker addresses the human condition, portraying characters grappling with their pasts while seeking understanding and acceptance in their communities. The stories reflect the authenticity of rural life, woven with a sense of poignancy and reflection on the passage of time. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/6238.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/6238.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/6238.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/6238.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/6238.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/6238/pg6238.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/6238/pg6238-h.zip
13441,The sunny side,"English essays -- 20th century; Short stories, English",Browsing: Fiction; Browsing: Literature,en,False,Text,96,"Milne, A. A. (Alan Alexander) (1882-1956)",,"""The Sunny Side"" by A. A. Milne is a collection of humorous essays and short stories written in the early 20th century. The work reflects the spirit of British society during the 1920s and offers a whimsical take on everyday experiences and the interactions of its characters. Throughout this collection, Milne employs witty observations and light-hearted anecdotes to explore themes of human nature, social customs, and the quirks of friendship.  The opening of ""The Sunny Side"" sets the stage for a narrative infused with playful banter among a group of friends, particularly focusing on a character named Simpson who has planned a gathering to discuss a significant yet amusing suggestion. As anticipation builds regarding the nature of his proposal, the friends indulge in whimsical speculation about what it could mean, alternating between excitement and skepticism. Their interactions are rooted in camaraderie, underscored by Milne's trademark humor as they navigate social dynamics and the humorous absurdities of their lives. This opening immediately immerses the reader into the charming world of Milne's characters, promising a lighthearted exploration of their adventures together. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/13441.html.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/13441.kindle.noimages; text/plain=https://www.gutenberg.org/ebooks/13441.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/13441.rdf; application/octet-stream=https://www.gutenberg.org/cache/epub/13441/pg13441-h.zip; text/plain; charset=us-ascii=https://www.gutenberg.org/files/13441/13441-0.txt
30763,Am I Still There?,Science fiction; Short stories,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy,en,False,Text,96,"Hall, James R. (None-None)",,"""Am I Still There?"" by James R. Hall is a science fiction story written in the early 1960s. The narrative revolves around themes of identity and consciousness as it explores the implications of replacive surgery, a futuristic medical procedure allowing human beings to replace their organs, including the brain, with synthetic alternatives. The core topic of the book examines the philosophical questions surrounding what it means to be 'self' when all physical components have been replaced.  The story follows Vincent Bonard Lee, an elderly man preparing for a groundbreaking operation where his entire brain will be replaced with an artificial one. Despite his extensive medical history of undergoing numerous replacive surgeries, Lee grapples with existential questions about his identity and essence throughout the narrative. As he faces the reality of becoming the first human to undergo a complete brain substitution, he is haunted by the uncertainty of whether he will still be 'himself' after the operation. Through a conversation with his doctor, Lee confronts the unsettling idea that the entire essence of his being may be lost, prompting profound reflections on personal identity and the human experience in the wake of advanced medical technology. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/30763.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/30763/30763-h/30763-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/30763.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/30763.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/30763.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/30763.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/30763/pg30763.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/30763/pg30763-h.zip
40697,"Sport Royal, and Other Stories","English fiction -- 19th century; Short stories, English",Browsing: Fiction; Browsing: Literature,en,False,Text,96,"Hope, Anthony (1863-1933)",,"""Sport Royal and Other Stories"" by Anthony Hope is a collection of short stories written in the late 19th century. The opening story centers on Julius Jason, Esquire, who unexpectedly finds himself embroiled in a duel while traveling in Heidelberg. With intrigue and a hint of romance, the narrative captures Jason's journey as he navigates through mysterious encounters and the social intrigues of the time.  At the start of the tale, the protagonist, Julius Jason, arrives in Heidelberg, expecting a dull stay, but quickly becomes involved with two men at dinner who hint at a secret mission involving a countess and a duel. As the plot unfolds, Jason discovers he has unwittingly become a participant in a duel, driven by the grievances of a baron who had insulted the countess. The dialogue is infused with humor and suspense as Jason contemplates his situation, and by the end of the opening chapter, he is preparing for an encounter that dramatically shifts his plans, setting the stage for further adventures and deeper character revelations. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/40697.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/40697/40697-h/40697-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/40697.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/40697.kf8.images; text/plain=https://www.gutenberg.org/ebooks/40697.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/40697.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/40697/pg40697.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/40697/pg40697-h.zip
64015,Last Call,Mars (Planet) -- Fiction; Psychological fiction; Science fiction; Short stories,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy,en,False,Text,96,"Walton, Bryce (1918-1988)",,"""Last Call"" by Bryce Walton is a science fiction novella written during the early 1950s. The story explores themes of control, societal conditioning, and the quest for individual freedom in a dystopian future where a special phenomenon known as ""THE CALL"" beckons individuals toward Mars, promising a greater purpose. The narrative unfolds within a morally ambiguous framework where a soldier of the Disciplinary Corps, named Bronson, grapples with the implications of this mysterious call and the oppressive regime under which he lives.  The plot centers on Bronson's decision to hijack a cargo rocket intended for Venus, with the intent of reaching Mars after experiencing THE CALL. Throughout the journey, he reflects on his troubled existence and the societal conditioning that has suppressed genuine humanity. After killing his crewmate Orlan and confronting Captain Morrow, Bronson learns from Morrow's curiosity the true implications of THE CALL. Upon arriving on Mars, Bronson uncovers the dark history behind it—a failed initiative by a group called Freedom Unlimited that sought to enhance human consciousness, ultimately leading to a catastrophic war. As he embraces his unique knowledge and power, Bronson resolves to free humanity from the psychological shackles imposed by their rulers, believing that the spirit of Freedom Unlimited will endure as long as there are those willing to heed THE CALL. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/64015.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/64015/64015-h/64015-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/64015.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/64015.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/64015.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/64015/64015-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/64015.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/64015/pg64015.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/64015/pg64015-h.zip
64092,"The Christmas dinner, from ""The sketch book""",American fiction -- 19th century; Christmas stories; Short stories,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: History - American; Browsing: Literature,en,False,Text,96,"Irving, Washington (1783-1859)",,"""The Christmas Dinner, from 'The Sketch Book' by Washington Irving"" is a charming piece of festive prose written during the early 19th century. It is part of a collection of essays and stories that reflect the author's observations and tales from various aspects of life in his time, centering around themes of nostalgia, tradition, and the spirit of Christmas. The narrative invites readers into a warm and jovial English Christmas celebration, echoing the revelry and customs of that period.  In this delightful vignette, the story unfolds at a grand Christmas banquet hosted by a squire, where every detail—from the lavish decorations to the sumptuous feast—brings to life the spirit of the holiday. Guests gather in the great hall, enjoying the rich flavors of traditional dishes and engaging in lighthearted banter. As the evening progresses, the festivities evolve into merriment with songs, games, and even a playful mummery led by Master Simon, who embodies the essence of celebration. The narrative beautifully contrasts the joviality of the gathered company against the backdrop of timeless customs, all while exploring themes of familial bonds, shared joy, and the nostalgia for simpler days, culminating in a reminder of the power of kindness and hospitality during the holiday season. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/64092.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/64092.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/64092.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/64092.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/64092/64092-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/64092.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/64092/pg64092.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/64092/pg64092-h.zip
64595,Animat,Castaways -- Fiction; Science fiction; Short stories; Venus (Planet) -- Fiction,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy,en,False,Text,96,"Wells, Basil (1912-2003)",,"""Animat"" by Basil Wells is a science fiction novel written in the late 1940s. Set on the inhospitable planet Venus, the story explores the themes of identity and humanity through the experiences of an android named J46 (Jay Forsix) and his companions, a group of survivors following a crash landing. The narrative delves into the blurred lines between man and machine, while characters grapple with their survival in a hostile environment inhabited by strange creatures.  The plot follows Jay Forsix, an android who discovers he may have human qualities and memories as he seeks to protect his human companions, including the ambitious Ina Haan and the privileged Thela Draper. After their ship, the ""Sun Maiden"", crashes, they must fend off aggressive frog-like natives known as the butrads while trying to uncover the secret of their own identities. As tensions rise between the human characters and their feelings for one another, particularly between Jay and Ina, the narrative escalates into conflict and betrayal. Ultimately, the story raises questions about loyalty and the nature of existence, culminating in a struggle for survival that tests the bonds of trust among the characters. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/64595.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/64595/64595-h/64595-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/64595.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/64595.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/64595.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/64595/64595-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/64595.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/64595/pg64595.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/64595/pg64595-h.zip
65537,Harwood's Vortex,Human-alien encounters -- Fiction; Inventors -- Fiction; Science fiction; Short stories,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy,en,False,Text,96,"Silverberg, Robert (1935-None)",,"""Harwood's Vortex"" by Robert Silverberg is a science fiction novel written in the mid-20th century. The story revolves around a malevolent scientific experiment gone awry, which results in a tumultuous invasion by otherworldly entities known as the Invaders. This work explores themes of unrestrained ambition, the consequences of scientific exploration, and the fight for survival against overwhelming odds.  In the narrative, the protagonist, Chuck Matthews, finds himself embroiled in chaos after Abel Harwood’s experimental gateway to another dimension opens up, unleashing the Invaders who consume electricity and terrorize New York City. Chuck's growing concern for Laura, Harwood's daughter, escalates as the chaos unfolds, leading him to confront Harwood and the creatures he unleashed. As society crumbles under the weight of the invasion, Chuck devises a plan with Laura to close the vortex and combat the Invaders. The story culminates in a fierce confrontation, ultimately leading to the destruction of the gateway and the end of Harwood's reign of terror, leaving Chuck and Laura to face the aftermath and the daunting task of eradicating the remaining Invaders. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/65537.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/65537/65537-h/65537-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/65537.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/65537.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/65537.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/65537/65537-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/65537.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/65537/pg65537.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/65537/pg65537-h.zip
65725,Centauri Vengeance,Revenge -- Fiction; Science fiction; Short stories,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy,en,False,Text,96,"Marlowe, Stephen (1928-2008)",,"""Centauri Vengeance"" by Darius John Granger is a science fiction novel written in the mid-20th century. The book explores themes of power, guilt, and the psychological consequences of ruthless ambition, centering on the character George Haven, a powerful man in the galaxy who returns to Centauri VII, where his dark past intertwines with his present. The narrative delves into Haven’s struggles with his past and the tensions that arise during his reunion with people from that time.  The story follows George Haven as he returns to Centauri VII with his young wife, Louise, only to confront the ghosts of his past centered around the murder of his former partner, Drexell Tolliver. While trying to maintain his powerful persona, Haven is haunted by the thought of Tolliver’s preserved body still visible deep within a glacier, a secret that could ruin him. As tensions rise during a reunion dinner with former associates who are aware of his crime, Louise unexpectedly reveals herself to be Tolliver’s daughter, leading to a suspenseful confrontation. The story escalates as Haven's past actions threaten to unravel, culminating in a frantic attempt to escape the consequences of his ruthlessness. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/65725.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/65725/65725-h/65725-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/65725.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/65725.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/65725.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/65725/65725-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/65725.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/65725/pg65725.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/65725/pg65725-h.zip
66209,To Sup With the Devil,Devil -- Fiction; Fantasy fiction; Short stories,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy,en,False,Text,96,"Scholnick, Myron I. (None-None)",,"""To Sup With the Devil"" by Myron I. Scholnick is a short fiction piece that likely falls within the realm of dark fantasy or psychological drama, written during the early to mid-20th century. The narrative revolves around the themes of guilt, betrayal, and the moral implications of one's actions, particularly as they relate to the character's dealings with an embodiment of evil.  The story features two central characters, Henry and George, who engage in a conversation over wine, which takes a dark turn as George reveals his intent to go to Hell and even kill Henry, driven by jealousy and the influence of the Devil. After learning about an alleged affair between Henry and his wife, George pulls a gun and ultimately commits murder. However, in a twist of fate, George's curiosity about the truth of Henry's actions leads him to doubt his motivations, realizing that he may have been deceived. This moment of doubt culminates in a harrowing realization that the Devil may have orchestrated the situation, presenting a chilling commentary on the consequences of belief and the psychological torment of one's decisions. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/66209.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/66209.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/66209.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/66209.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/66209.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/66209/pg66209.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/66209/pg66209-h.zip
67589,A Message From Our Sponsor,Human-alien encounters -- Fiction; Martians -- Fiction; Science fiction; Short stories,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy,en,False,Text,96,"Slesar, Henry (1927-2002)",,"""A Message From Our Sponsor"" by Henry Slesar is a science fiction short story written during the mid-20th century. Set in a futuristic world where humans coexist with Martians, the narrative explores themes of labor, efficiency, and social dynamics within a workplace. The story cleverly uses humor and satire to comment on human attitudes towards work and the integration of an alien workforce.  The plot centers around George Huber, a manager at the Oxygen Corporation of America, who is frustrated with the declining morale and productivity of his human workers compared to the highly efficient Martian employees. As workplace tensions rise, Huber confronts the prejudice against Martians, highlighting their value in labor through incidents and character interactions that reveal both comedic and serious undertones. Ultimately, Huber finds himself contemplating his own disinterest in work, a sentiment echoed by other characters as the Martian Chafnu is offered a promotion to manage an all-Martian workforce, reinforcing the societal shift in the workplace where Martians have become the preferred labor force. The recurring motif of the haunting melody ""Melancholy"" underscores the story's exploration of detachment from work and the changing dynamics of employment. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/67589.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/67589.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/67589.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/67589.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/67589.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/67589/pg67589.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/67589/pg67589-h.zip
6177,Pierre and His People: Tales of the Far North. Volume 4.,"Canada, Northern -- Fiction; Short stories, Canadian",Browsing: Fiction; Browsing: Literature; Browsing: Travel & Geography,en,False,Text,95,"Parker, Gilbert (1862-1932)",,"""Pierre and His People: Tales of the Far North. Volume 4"" by Gilbert Parker is a collection of stories likely written during the late 19th century. This volume contains multiple narratives showcasing life in the Canadian North, with characters who navigate complex relationships, cultural tensions, and the perils of the wilderness. The stories feature recurring characters like Pretty Pierre and Shon McGann, who become embroiled in conflicts stemming from their personal histories and the lore surrounding them.  The opening of ""Pierre and His People"" introduces us to the character of Pretty Pierre, described as a philosophical half-breed whose reputation for gambling and charm sets the stage for various interactions within the community at Fort Luke. The story revolves around Pierre's dealings with other characters, including the Chief Factor and a young man named Lazenby, as they discuss local legends and the mysterious Tall Master. As the narrative unfolds, a sense of impending conflict grows with the introduction of the White Hands’ feud against the Golden Dogs, capturing Pierre’s intricate relationships and the supernatural elements embedded in the cultural lore of the setting. Through dialogue and character interactions, Parker's writing immerses the reader in the rich tapestry of life in the North, setting the tone for the adventurous tales to come. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/6177.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/6177.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/6177.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/6177.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/6177.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/6177/pg6177.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/6177/pg6177-h.zip
6259,"Donovan Pasha, and Some People of Egypt — Volume 4",Egypt -- Fiction; Short stories,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,95,"Parker, Gilbert (1862-1932)",,"""Donovan Pasha and Some People of Egypt — Volume 4"" by Gilbert Parker is a historical novel that captures the intricacies of life in Egypt during a period of political tension, likely written in the late 19th century. The narrative follows Donovan Pasha, an English secretary to the Khedive, and Captain Renshaw, an American consular officer, as they navigate complex cultural dynamics and the enigmatic character of Abdalla, an influential Egyptian who deeply understands the sentiments of the populace. The story delves into themes of identity, power, and revolution in the face of colonial rule.  The opening of the novel introduces the reader to the vibrant yet chaotic city of Cairo, viewed from a minaret where Donovan Pasha and Renshaw observe a funeral procession marked by deep emotions and tradition. The funeral of Noor-ala-Noor, a significant character in the story, sets the stage for the rising tensions, as Abdalla, a key figure, delivers an impassioned speech that hints at looming unrest. Dicky Donovan's concern for the political situation becomes clear as he seeks to draw Abdalla back from the native quarters, believing he possesses the ability to influence the shifting tides of power in Egypt. This establishes a narrative filled with anticipation and the potential for conflict as the characters grapple with their roles amidst a society on the brink of change. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/6259.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/6259.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/6259.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/6259.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/6259.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/6259/pg6259.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/6259/pg6259-h.zip
